"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type"
"R2037118","Multifamily","S","1045-1047 TUXEDO DRIVE","College Park PM","1952","Duplex","64","Port Moody","Port Moody","2/21/2017","Dee","2","$4,763.10","2/22/2016","002-415-763",,,"3/13/2016","$1,157,500","$700.24","0.96","2","3","DUPLEX","$1,200,000","20","1,653","$700.24","0.96","Duplex"
"R2032462","Residential Attached","S","905 283 DAVIE STREET","Yaletown","1994","Apartment/Condo","22","Vancouver West","Vancouver","1/31/2017","THOMAS","2","$2,343.94","2/4/2016","018-682-561",,"$633.25","3/14/2016","$1,158,888","$827.78","0.89","2","3","CD-1","$1,298,800","39","1,400","$827.78","0.89","Apartment/Condo"
"R2045328","Residential Detached","S","11291 SCHOONER COURT","Steveston South","1976","House/Single Family","40","Richmond","Richmond","6/1/2016","JASMINE BHARUCHA","1","$2,839.06","3/14/2016","004-234-766",,,"3/15/2016","$1,160,000","$1,054.55","1.02","1","3","R1","$1,133,000","1","1,100","$1,054.55","1.02","House/Single Family"
"R2042703","Residential Detached","S","6830 CEDARBROOK PLACE","Sunshine Hills Woods","1981","House/Single Family","35","N. Delta","Delta","5/31/2016","TB or Linda","3","$3,983.62","3/8/2016","007-798-474",,,"3/15/2016","$1,160,000","$502.60","1.29","3","4","SFR","$899,000","7","2,308","$502.60","1.29","House/Single Family"
"R2023288","Residential Attached","S","502 4539 CAMBIE STREET","Cambie","2015","Apartment/Condo","1","Vancouver West","Vancouver","12/31/2016","DEAN","2",,"1/7/2016","029-699-207",,"$489.90","3/14/2016","$1,160,000","$1,047.88","0.99","2","3","CD1","$1,170,000","67","1,107","$1,047.88","0.99","Apartment/Condo"
"R2041998","Residential Attached","S","13 222 E 5TH STREET","Lower Lonsdale","1998","Townhouse","18","North Vancouver","North Vancouver","10/31/2016","TERRY KUSSMAN","2","$2,913.85","3/4/2016","023-992-506","3","$370.74","3/15/2016","$1,160,000","$735.57","1.29","3","3","STRATA","$899,900","11","1,577","$735.57","1.29","Townhouse"
"R2039438","Residential Detached","S","2554 TRILLIUM PLACE","Summitt View","1985","House/Single Family","31","Coquitlam","Coquitlam","8/23/2016","Touchbase or text please","3","$4,221.76","2/26/2016","001-824-953",,,"3/16/2016","$1,172,000","$366.02","0.99","4","4","RS-1","$1,188,000","19","3,202","$366.02","0.99","House/Single Family"
"R2041851","Residential Detached","S","1438 FREDERICK ROAD","Lynn Valley","1960","House/Single Family","56","North Vancouver","North Vancouver","7/1/2016","TOUCHBASE","2","$5,303.98","3/4/2016","006-754-198",,"$0.00","3/14/2016","$1,173,000","$689.19","1.07","2","4","RS4","$1,099,000","10","1,702","$689.19","1.07","House/Single Family"
"R2046260","Residential Detached","S","2723 MCKENZIE AVENUE","Crescent Bch Ocean Pk.","9999","House/Single Family","999","South Surrey White Rock","Surrey","7/31/2016","Rhys","2","$4,188.64","3/14/2016","012-719-790",,,"3/15/2016","$1,175,000","$870.37","1.02","2","2","RSF","$1,149,000","1","1,350","$870.37","1.02","House/Single Family"
"R2039668","Residential Detached","S","1635 136 STREET","Crescent Bch Ocean Pk.","1973","House/Single Family","43","South Surrey White Rock","Surrey","8/29/2016","Melanie Sasso","2","$4,069.37","3/7/2016","009-756-663",,,"3/16/2016","$1,180,000","$543.28","0.99","2","3","SF","$1,188,000","9","2,172","$543.28","0.99","House/Single Family"
"R2042957","Residential Detached","S","3129 E 29TH AVENUE","Renfrew Heights","1929","House/Single Family","87","Vancouver East","Vancouver","6/30/2016","SEBASTIAN / TB","2","$3,857.08","3/7/2016","013-916-238",,,"3/14/2016","$1,180,000","$505.35","1.03","2","4","RS-1","$1,148,000","7","2,335","$505.35","1.03","House/Single Family"
"R2042372","Residential Attached","S","3258 TUPPER STREET","Cambie","2006","Townhouse","10","Vancouver West","Vancouver","6/30/2016","Jeff","2","$2,863.63","3/7/2016","026-683-342","6","$474.25","3/15/2016","$1,180,000","$958.57","1.05","2","2","C-2","$1,129,000","8","1,231","$958.57","1.05","Townhouse"
"R2043435","Residential Attached","S","C 231 E 17TH STREET","Central Lonsdale","1987","Townhouse","29","North Vancouver","North Vancouver","8/31/2016","KYLA","2","$3,807.42","3/8/2016","008-609-101",,"$300.00","3/16/2016","$1,181,000","$535.60","1.19","3","3","CD113","$989,000","8","2,205","$535.60","1.19","Townhouse"
"R2034474","Residential Detached","S","12854 107A AVENUE","Whalley","2012","House/Single Family","4","North Surrey","Surrey","3/18/2016","JAG DHILLON","6","$5,374.29","2/11/2016","001-744-054",,,"3/14/2016","$1,185,000","$243.58","0.99","7","8","RF","$1,200,000","32","4,865","$243.58","1.03","House/Single Family"
"R2044968","Residential Detached","S","11501 KING ROAD","Ironwood","1918","House/Single Family","98","Richmond","Richmond","9/30/2016","WINNIE OR TOUCHBASE","1","$3,156.23","3/11/2016","003-665-780",,,"3/15/2016","$1,190,000","$494.39","0.99","2","4","RS1/E","$1,198,000","4","2,407","$494.39","0.99","House/Single Family"
"R2034002","Residential Detached","S","3458 KNIGHT STREET","Knight","1952","House/Single Family","64","Vancouver East","Vancouver","7/31/2016","DAN SANDHU","2","$3,865.73","2/11/2016","009-911-472",,,"3/15/2016","$1,197,000","$639.42","1.00","2","5","RM-1N","$1,198,000","33","1,872","$639.42","1.00","House/Single Family"
"R2044771","Residential Detached","S","273 174 STREET","Pacific Douglas","2014","House/Single Family","2","South Surrey White Rock","Surrey","8/8/2016","Brian Jenkins","3","$4,351.73","3/8/2016","028-785-576",,,"3/16/2016","$1,198,800","$329.70","1.01","4","6","RF-12","$1,188,800","8","3,636","$329.70","1.01","House/Single Family"
"R2044524","Residential Detached","S","1721 ARBORLYNN DRIVE","Westlynn","1959","House/Single Family","57","North Vancouver","North Vancouver","5/30/2016","INGRID","2","$5,383.71","3/7/2016","009-542-973",,,"3/16/2016","$1,199,000","$542.29","1.00","2","4","RS3","$1,199,000","9","2,211","$542.29","1.00","House/Single Family"
"R2021820","Residential Detached","S","12385 NEW MCLELLAN ROAD","Panorama Ridge","1968","House/Single Family","48","Surrey","Surrey","3/31/2016","Gurmit","3","$4,319.11","12/29/2015","007-431-449",,,"3/16/2016","$1,200,000","$369.23","0.92","3","6","RA","$1,300,000","78","3,250","$369.23","0.92","House/Single Family"
"R2044147","Residential Detached","S","10680 HOLLYMOUNT DRIVE","Steveston North","1979","House/Single Family","37","Richmond","Richmond","8/31/2016","DON","2","$3,385.06","3/9/2016","003-918-955",,,"3/13/2016","$1,200,000","$583.94","0.99","3","4","LUC101","$1,210,000","4","2,055","$583.94","0.99","House/Single Family"
"R2044987","Land Only","S","35407 MAHOGANY DRIVE","Abbotsford East",,,,"Abbotsford","Abbotsford","3/11/2017","Jim Rempel",,"$2,684.08","3/11/2016","027-797-481",,,"3/13/2016","$1,200,000","$43.11","0.87",,,"N2","$1,380,000","2",,"$43.11","0.87","Other"
"R2042047","Residential Detached","S","3011 256 STREET","Otter District","1971","House with Acreage","45","Langley","Langley","5/31/2016","Laura Dech","1","$3,808.55","3/3/2016","003-426-785",,,"3/14/2016","$1,200,000","$531.44","1.00","2","3","RU-3","$1,199,000","11","2,258","$531.44","1.00","House with Acreage"
"R2036689","Residential Detached","S","3309 CHURCH STREET","Lynn Valley","1933","House/Single Family","83","North Vancouver","North Vancouver","6/30/2016","Greg","1","$4,694.33","2/17/2016","013-529-927",,,"3/15/2016","$1,200,000","$626.96","0.93","1","2","RS4","$1,288,000","27","1,914","$626.96","0.93","House/Single Family"
"R2043932","Residential Detached","S","1916 SEVENTH AVENUE","West End NW","1945","House/Single Family","71","New Westminster","New Westminster","6/9/2016","KATHY OR TOUCHBASE","2","$3,958.22","3/9/2016","007-429-258",,,"3/15/2016","$1,200,000","$509.55","1.09","2","4","NR-1","$1,100,000","6","2,355","$509.55","1.09","House/Single Family"
"R2043448","Residential Detached","S","548 COCHRANE AVENUE","Coquitlam West","1954","House/Single Family","62","Coquitlam","Coquitlam","7/30/2016","ROD & RHEA","2","$4,346.35","3/8/2016","009-773-410",,,"3/15/2016","$1,200,000","$510.42","1.09","2","3","SFD","$1,099,000","7","2,351","$510.42","1.09","House/Single Family"
"R2043469","Residential Detached","S","6047 INGLEWOOD PLACE","Sunshine Hills Woods","1980","House/Single Family","36","N. Delta","Delta","7/31/2016","Touchbase only","2","$3,661.00","3/7/2016","005-701-147",,,"3/15/2016","$1,200,000","$484.26","1.20","3","4","RES","$999,800","8","2,478","$484.26","1.20","House/Single Family"
"R2045750","Residential Detached","S","975 EDGAR AVENUE","Maillardville","1952","House/Single Family","64","Coquitlam","Coquitlam","12/31/2016","JOY TARK","3","$3,963.60","3/14/2016","009-649-905",,,"3/14/2016","$1,200,000","$420.90","1.10","3","5","RT-1","$1,088,888","0","2,851","$420.90","1.10","House/Single Family"
"R2042533","Residential Detached","S","319 ARCHER STREET","The Heights NW","1952","House/Single Family","64","New Westminster","New Westminster","9/15/2016","CINDY","2","$4,587.24","3/7/2016","008-798-974",,,"3/14/2016","$1,200,000","$423.13","1.29","2","5","R1","$928,800","7","2,836","$423.13","1.29","House/Single Family"
"R2043047","Residential Detached","S","24138 FERN CRESCENT","Silver Valley","1952","House with Acreage","64","Maple Ridge","Maple Ridge","9/8/2016","Touchbase Greg","3","$5,581.00","3/8/2016","011-390-425",,,"3/15/2016","$1,200,614","$303.26","1.09","3","4","RS-3","$1,100,000","7","3,959","$303.26","1.09","House with Acreage"
"R2039141","Residential Detached","S","1365 GLENBROOK STREET","Burke Mountain","2013","House/Single Family","3","Coquitlam","Coquitlam","4/25/2016","ANGELA LAM","3","$5,069.96","2/25/2016","027-471-390",,,"3/15/2016","$1,208,888","$446.41","1.02","3","4","RS-10","$1,188,800","19","2,708","$446.41","1.02","House/Single Family"
"R2046822","Residential Detached","S","4820 7A AVENUE","Tsawwassen Central","1975","House/Single Family","41","Tsawwassen","Delta","7/31/2016","PHIL","2","$3,854.93","3/14/2016","010-606-751",,,"3/16/2016","$1,210,000","$506.70","1.00","2","4","RS1","$1,210,000","2","2,388","$506.70","1.00","House/Single Family"
"R2042670","Residential Attached","S","41 2216 FOLKESTONE WAY","Panorama Village","1976","Townhouse","40","West Vancouver","West Vancouver","7/27/2016","kamer","2","$2,811.43","3/7/2016","002-665-441",,"$567.64","3/14/2016","$1,211,000","$618.17","1.05","3","3","MF","$1,148,000","7","1,959","$618.17","1.05","Townhouse"
"R2042489","Residential Detached","S","206 VALOUR DRIVE","College Park PM","1985","House/Single Family","31","Port Moody","Port Moody","9/30/2016","Colleen Buckingham","3","$4,824.96","3/7/2016","000-623-466",,,"3/15/2016","$1,215,000","$431.31","1.06","4","5","RES","$1,150,000","8","2,817","$431.31","1.06","House/Single Family"
"R2044042","Residential Detached","S","7 ALDER DRIVE","Heritage Woods PM","2005","House/Single Family","11","Port Moody","Port Moody","6/30/2016","Margaret","3","$4,763.10","3/7/2016","026-066-921",,"$0.00","3/16/2016","$1,215,000","$452.35","1.07","4","5","SFD","$1,138,000","9","2,686","$452.35","1.07","House/Single Family"
"R2043324","Residential Attached","S","1819 W 11TH AVENUE","Kitsilano","1995","Townhouse","21","Vancouver West","Vancouver","6/8/2016","JAMIE","1","$2,923.74","3/8/2016","023-066-776","3","$230.93","3/14/2016","$1,225,000","$1,087.92","1.35","2","2","RT-8","$908,000","6","1,126","$1,087.92","1.35","Townhouse"
"R2043248","Residential Detached","S","3488 152B STREET","Morgan Creek","2002","House/Single Family","14","South Surrey White Rock","Surrey","6/30/2016","Leslie Zhao","3","$5,290.41","3/8/2016","025-113-887",,,"3/14/2016","$1,230,000","$400.91","1.06","4","4","RF","$1,160,000","6","3,068","$400.91","1.06","House/Single Family"
"R2043890","Multifamily","S","10240-10242 MICHEL PLACE","Whalley","1977","Duplex","39","North Surrey","Surrey","5/15/2016","AJAY","2","$4,020.57","3/8/2016","006-678-181",,,"3/16/2016","$1,234,567","$573.68","0.82","2","5","RF","$1,500,000","8","2,152","$573.68","0.82","Duplex"
"R2035750","Residential Attached","S","32 HICKORY DRIVE","Heritage Woods PM","2006","1/2 Duplex","10","Port Moody","Port Moody","6/30/2016","ANNA","3","$4,903.69","2/16/2016","026-733-285",,"$0.00","3/14/2016","$1,234,800","$358.95","0.99","4","5","RES","$1,249,900","27","3,440","$358.95","0.99","1/2 Duplex"
"R2043532","Residential Detached","S","12780 JACK BELL DRIVE","East Cambie","1997","House/Single Family","19","Richmond","Richmond","7/31/2016","Peter","3","$3,502.00","3/8/2016","018-287-191",,,"3/16/2016","$1,250,000","$522.79","1.00","3","5","RS1/B","$1,250,000","8","2,391","$522.79","1.00","House/Single Family"
"R2044888","Residential Detached","S","15541 OXENHAM AVENUE","White Rock","1963","House/Single Family","53","South Surrey White Rock","White Rock","6/15/2016","Ryan Taylor","1","$4,639.13","3/9/2016","000-703-290",,,"3/15/2016","$1,250,000","$1,184.83","1.14","1","2","RS-1","$1,098,800","6","1,055","$1,184.83","1.14","House/Single Family"
"R2041727","Residential Detached","S","1104 CHARLAND AVENUE","Central Coquitlam","1963","House/Single Family","53","Coquitlam","Coquitlam","9/3/2016","ANGELA LAM","2","$3,923.32","3/3/2016","008-706-808",,,"3/14/2016","$1,250,000","$472.23","1.00","2","5","RS-1","$1,250,000","11","2,647","$472.23","1.00","House/Single Family"
"R2040442","Residential Detached","S","5340 SARATOGA DRIVE","Cliff Drive","1970","House/Single Family","46","Tsawwassen","Delta","6/17/2016","MERILEE","3","$4,443.65","3/1/2016","009-216-561",,,"3/16/2016","$1,250,000","$580.59","0.94","3","4","RES","$1,328,000","15","2,153","$580.59","0.90","House/Single Family"
"R2043401","Residential Detached","S","1228 E 57TH AVENUE","South Vancouver","1956","House/Single Family","60","Vancouver East","Vancouver","6/30/2016","T.GOLD","2","$3,661.29","3/7/2016","006-906-281",,,"3/15/2016","$1,251,000","$563.01","0.94","2","5","RS1","$1,328,800","8","2,222","$563.01","0.94","House/Single Family"
"R2043656","Residential Detached","S","1026 SEVENTH AVENUE","Moody Park","1945","House/Single Family","71","New Westminster","New Westminster","9/9/2016","Touchbase / Dennis","2","$4,072.15","3/9/2016","003-638-561",,,"3/15/2016","$1,258,000","$532.60","1.16","2","3","NR-1","$1,088,000","6","2,362","$532.60","1.16","House/Single Family"
"R2044263","Residential Detached","S","2666 SHALE COURT","Westwood Plateau","1992","House/Single Family","24","Coquitlam","Coquitlam","6/8/2016","JOANNE MCCRONE","3","$4,826.11","3/8/2016","017-701-490",,,"3/15/2016","$1,260,000","$339.90","1.16","4","7","RES","$1,088,800","7","3,707","$339.90","1.16","House/Single Family"
"R2035989","Residential Detached","S","17405 103B AVENUE","Fraser Heights","2013","House/Single Family","3","North Surrey","Surrey","5/14/2016","JT Mann","7","$4,649.95","2/14/2016","026-057-361",,,"3/13/2016","$1,265,000","$238.63","0.98","8","9","RF","$1,288,888","28","5,301","$238.63","0.98","House/Single Family"
"R2014684","Residential Attached","S","41 2242 FOLKESTONE WAY","Panorama Village","1979","Apartment/Condo","37","West Vancouver","West Vancouver","6/30/2016","LINDSEY","2","$2,212.03","11/10/2015","005-059-062","4","$503.00","3/14/2016","$1,268,000","$1,042.76","0.98","2","2","RES","$1,298,000","125","1,216","$1,042.76","0.88","Apartment/Condo"
"R2042574","Residential Detached","S","13053 SUMMERHILL CRESCENT","Crescent Bch Ocean Pk.","1986","House/Single Family","30","South Surrey White Rock","Surrey","5/7/2016","Leslie Zhao","3","$4,412.31","3/7/2016","000-881-171",,,"3/15/2016","$1,270,000","$692.85","1.01","3","3","RF","$1,258,000","8","1,833","$692.85","1.01","House/Single Family"
"R2043241","Residential Detached","S","2719 VIOLET STREET","Blueridge NV","1979","House/Single Family","37","North Vancouver","North Vancouver","7/7/2016","KIM MATTINSON","3","$5,473.45","3/8/2016","008-149-054",,,"3/14/2016","$1,270,000","$508.00","1.11","3","3","RS4","$1,149,000","6","2,500","$508.00","1.11","House/Single Family"
"R2043356","Residential Detached","S","415 TRINITY STREET","Central Coquitlam","1963","House/Single Family","53","Coquitlam","Coquitlam","7/31/2016","KELLEY","2","$4,191.83","3/8/2016","002-364-905",,,"3/14/2016","$1,272,000","$587.80","1.27","2","4","SFD","$999,000","6","2,164","$587.80","1.27","House/Single Family"
"R2044150","Residential Detached","S","4950 44A AVENUE","Ladner Elementary","1968","House/Single Family","48","Ladner","Delta","8/31/2016","STEVE BAKER","1","$3,418.91","3/9/2016","003-710-556",,,"3/14/2016","$1,280,000","$661.16","1.28","2","4","RM1","$999,000","5","1,936","$661.16","1.28","House/Single Family"
"R2042792","Residential Attached","S","407 168 CHADWICK COURT","Lower Lonsdale","1988","Apartment/Condo","28","North Vancouver","North Vancouver","5/7/2016","Penny Mitchell","2","$3,773.96","3/7/2016","015-877-825",,"$448.10","3/15/2016","$1,280,000","$1,090.29","1.07","2","2","CD-028","$1,198,000","8","1,174","$1,090.29","1.07","Apartment/Condo"
"R2042834","Residential Detached","S","5758 W KETTLE CRESCENT","Sullivan Station","1996","House/Single Family","20","Surrey","Surrey","9/8/2016","Dean","3","$4,398.33","3/8/2016","018-791-093",,,"3/14/2016","$1,281,000","$465.99","1.17","3","4","RES","$1,098,000","6","2,749","$465.99","1.17","House/Single Family"
"R2043293","Residential Attached","S","3002 583 BEACH CRESCENT","Yaletown","2005","Apartment/Condo","11","Vancouver West","Vancouver","6/30/2016","TYLER PEERLESS","2","$3,705.04","3/8/2016","026-240-017",,"$484.90","3/16/2016","$1,281,000","$1,112.95","1.07","2","2","CD-1","$1,198,800","8","1,151","$1,112.95","1.07","Apartment/Condo"
"R2043490","Residential Detached","S","22355 52 AVENUE","Murrayville","1983","House/Single Family","33","Langley","Langley","9/8/2016","TOUCHBASE","3","$5,794.92","3/8/2016","024-236-802",,,"3/16/2016","$1,285,000","$254.30","1.09","4","5","SR-3","$1,180,000","8","5,053","$254.30","1.09","House/Single Family"
"R2032306","Residential Detached","S","5781 125A STREET","Panorama Ridge","1990","House/Single Family","26","Surrey","Surrey","6/3/2016","TY OR DAN","3","$4,924.00","2/8/2016","009-061-975",,,"3/13/2016","$1,285,000","$350.42","0.93","5","5","RH","$1,388,000","34","3,667","$350.42","0.93","House/Single Family"
"R2046980","Residential Detached","S","36 24455 61 AVENUE","Salmon River","2016","House/Single Family","0","Langley","Langley","7/31/2016","Clare Player","4","$0.00","3/16/2016","029-514-517",,"$114.49","3/16/2016","$1,285,714","$324.68","0.95","5","4","SR-1","$1,350,000","0","3,960","$324.68","0.95","House/Single Family"
"R2042525","Residential Detached","S","595 GARROW DRIVE","Glenayre","1967","House/Single Family","49","Port Moody","Port Moody","8/31/2016","KEN","3","$4,240.11","3/5/2016","002-163-161",,,"3/16/2016","$1,288,000","$498.07","1.18","3","3","RS1","$1,088,888","11","2,586","$498.07","1.18","House/Single Family"
"R2044115","Residential Detached","S","16333 LINCOLN WOODS COURT","Morgan Creek","1996","House/Single Family","20","South Surrey White Rock","Surrey","7/30/2016","Maureen","2","$5,334.92","3/9/2016","023-199-032",,,"3/15/2016","$1,288,000","$432.07","1.00","3","3","SFD","$1,288,000","6","2,981","$432.07","1.00","House/Single Family"
"R2040060","Residential Detached","S","5020 HOLLYMOUNT GATE","Steveston North","1978","House/Single Family","38","Richmond","Richmond","8/30/2016","SUSAN/DEVON","3","$3,263.56","2/25/2016","003-686-213",,,"3/13/2016","$1,288,000","$642.39","1.00","3","5","RES","$1,288,000","17","2,005","$642.39","1.00","House/Single Family"
"R2042410","Residential Detached","S","2894 161 STREET","Grandview Surrey","2013","House/Single Family","3","South Surrey White Rock","Surrey","8/31/2016","Erik Hopkins","4","$4,710.55","3/7/2016","028-678-095",,,"3/13/2016","$1,290,000","$447.30","0.99","4","4","RF-12","$1,298,800","6","2,884","$447.30","0.99","House/Single Family"
"R2041341","Residential Attached","S","601 4171 CAMBIE STREET","Cambie","2018","Apartment/Condo","0","Vancouver West","Vancouver","12/31/2016","TOUCH /TEXT MONY YOUNG","1","$0.00","3/2/2016","800-103-360",,"$506.00","3/15/2016","$1,295,000","$1,077.37","1.00","1","3","MULTI","$1,295,900","13","1,202","$1,077.37","1.00","Apartment/Condo"
"R2042633","Residential Detached","S","1882 NANAIMO STREET","Renfrew VE","2006","House/Single Family","10","Vancouver East","Vancouver","6/30/2016","Dilma","4","$4,225.18","3/7/2016","012-967-238",,,"3/14/2016","$1,298,000","$682.44","1.00","4","4","RS1","$1,298,000","0","1,902","$682.44","1.00","House/Single Family"
"R2042691","Residential Detached","S","10155 NO 1 ROAD","Steveston North","1988","House/Single Family","29","Richmond","Richmond","9/7/2016","TIM","3","$3,686.17","3/7/2016","008-786-631",,,"3/14/2016","$1,299,000","$469.12","1.13","3","5","RS1/B","$1,150,000","7","2,769","$469.12","1.13","House/Single Family"
"R2042973","Residential Detached","S","3371 SPRINGFORD AVENUE","Steveston North","1971","House/Single Family","45","Richmond","Richmond","9/6/2016","touchbase/text","2","$3,553.79","3/6/2016","005-428-891",,,"3/14/2016","$1,300,000","$763.81","0.94","2","4","RS1/E","$1,380,000","8","1,702","$763.81","0.94","House/Single Family"
"R2043568","Residential Detached","S","2990 SUNNYSIDE ROAD","Anmore","1945","House with Acreage","71","Port Moody","Anmore","6/30/2016","JOHN ALTY OR TOUCHBASE","2","$3,215.00","3/6/2016","005-677-548",,,"3/13/2016","$1,300,000","$460.18","1.00","2","5","RS1","$1,295,000","7","2,825","$460.18","1.00","House with Acreage"
"R2042837","Residential Detached","S","1009 FOSTER AVENUE","Central Coquitlam","1958","House/Single Family","58","Coquitlam","Coquitlam","8/1/2016","GLENN SINCLAIR","1","$4,324.57","3/7/2016","010-469-893",,,"3/14/2016","$1,300,000","$769.23","1.09","2","3","RS1","$1,188,000","7","1,690","$769.23","1.09","House/Single Family"
"R2044363","Residential Detached","S","654 FORESTHILL PLACE","North Shore Pt Moody","1973","House/Single Family","43","Port Moody","Port Moody","9/7/2016","WILLI","2","$5,010.53","3/10/2016","005-231-060",,,"3/16/2016","$1,300,000","$616.11","1.31","3","3","RES","$995,000","6","2,110","$616.11","1.31","House/Single Family"
"R2043048","Residential Detached","S","7049 NEWPORT PLACE","Sunshine Hills Woods","1979","House/Single Family","37","N. Delta","Delta","8/31/2016","TB or Alison Valcamp","3","$5,232.52","3/7/2016","005-058-694",,,"3/14/2016","$1,300,000","$395.02","1.08","3","5","RS-1","$1,198,800","7","3,291","$395.02","1.08","House/Single Family"
"R2043808","Residential Detached","S","1915 CHARLAND AVENUE","Central Coquitlam","1974","House/Single Family","42","Coquitlam","Coquitlam","9/10/2016","COURTNEY","3","$4,354.30","3/8/2016","006-727-450",,,"3/15/2016","$1,300,000","$512.82","1.11","3","4","RS1","$1,168,000","7","2,535","$512.82","1.11","House/Single Family"
"R2042641","Residential Detached","S","4582 SUNLAND PLACE","South Slope","1955","House/Single Family","61","Burnaby South","Burnaby","6/30/2016","ANITA CHAN","2","$4,965.43","3/7/2016","010-045-988",,,"3/14/2016","$1,309,000","$655.16","1.09","2","3","R2","$1,199,000","7","1,998","$655.16","1.09","House/Single Family"
"R2042521","Residential Detached","S","690 NEWPORT STREET","Central Coquitlam","1959","House/Single Family","57","Coquitlam","Coquitlam","9/7/2016","JOHN CASHIN","2","$4,188.38","3/7/2016","002-343-436",,,"3/15/2016","$1,310,000","$630.41","1.20","2","5","RES","$1,088,800","8","2,078","$630.41","1.20","House/Single Family"
"R2034764","Residential Detached","S","10220 BIRD ROAD","West Cambie","1993","House/Single Family","23","Richmond","Richmond","4/30/2016","Robert","3","$3,489.42","2/11/2016","018-303-455",,,"3/14/2016","$1,313,000","$449.66","1.02","4","7","RS1/B","$1,288,000","32","2,920","$449.66","1.02","House/Single Family"
"R2043534","Residential Detached","S","3250 KARLEY CRESCENT","River Springs","1997","House/Single Family","19","Coquitlam","Coquitlam","8/30/2016","STEVE","3","$4,386.10","3/6/2016","023-191-856",,,"3/13/2016","$1,315,000","$372.10","1.10","4","5","RS 3","$1,195,000","7","3,534","$372.10","1.10","House/Single Family"
"R2037656","Residential Detached","S","11011 CAMERON COURT","Cottonwood MR","1985","House with Acreage","31","Maple Ridge","Maple Ridge","12/31/2016","NATHAN OR ART","2","$5,910.26","2/20/2016","002-140-918",,,"3/15/2016","$1,315,000","$611.34","0.94","3","5","RS2","$1,398,800","24","2,151","$611.34","0.94","House with Acreage"
"R2043508","Residential Detached","S","5636 LANARK STREET","Knight","1985","House/Single Family","31","Vancouver East","Vancouver","3/7/2017","SHERMAN","3","$4,876.29","3/7/2016","014-298-481",,,"3/14/2016","$1,320,000","$546.81","1.20","3","5","RS-1","$1,098,000","7","2,414","$546.81","1.20","House/Single Family"
"R2044068","Residential Detached","S","5186 N WHITWORTH CRESCENT","Ladner Elementary","1986","House/Single Family","30","Ladner","Delta","6/8/2016","SHARON ROHWER","2","$3,765.99","3/8/2016","001-768-654",,,"3/15/2016","$1,320,000","$531.40","0.98","3","4","RS1","$1,348,000","7","2,484","$531.40","0.98","House/Single Family"
"R2044369","Land Only","S","503 E 56TH AVENUE","South Vancouver",,,,"Vancouver East","Vancouver","9/30/2016","MARIA",,"$3,916.36","3/9/2016","013-742-493",,,"3/13/2016","$1,325,000","$404.23","1.03",,,"RES","$1,288,000","4",,"$404.23","1.03","Other"
"R2042932","Residential Detached","S","8953 ARMSTRONG AVENUE","The Crest","1913","House/Single Family","103","Burnaby East","Burnaby","7/30/2016","Trevor","3","$3,885.83","3/3/2016","002-991-438",,,"3/14/2016","$1,325,000","$443.29","1.21","3","6","R-2","$1,099,000","11","2,989","$443.29","1.21","House/Single Family"
"R2042614","Residential Detached","S","1280 PLATEAU DRIVE","Pemberton Heights","1958","House/Single Family","58","North Vancouver","North Vancouver","6/7/2016","MICHAEL","2","$5,603.44","3/7/2016","011-367-687",,,"3/14/2016","$1,325,475","$616.79","1.11","2","5","SFD","$1,198,000","7","2,149","$616.79","1.11","House/Single Family"
"R2042638","Residential Detached","S","13493 15A AVENUE","Crescent Bch Ocean Pk.","1985","House/Single Family","31","South Surrey White Rock","Surrey","6/7/2016","Edmund Yang","2","$4,477.55","3/7/2016","001-931-032",,,"3/13/2016","$1,345,000","$737.39","1.04","3","3","RES","$1,288,000","6","1,824","$737.39","1.04","House/Single Family"
"R2040398","Residential Detached","S","3880 LAMOND AVENUE","Seafair","1958","House/Single Family","58","Richmond","Richmond","6/30/2016","MARELYNN","1","$3,442.33","3/1/2016","004-864-115",,,"3/16/2016","$1,348,000","$762.87","0.99","2","4","RS1/E","$1,358,000","15","1,767","$762.87","0.99","House/Single Family"
"R2042910","Residential Detached","S","46 HAWTHORN DRIVE","Heritage Woods PM","2007","House/Single Family","9","Port Moody","Port Moody","6/7/2016","TOUCHBASE","3","$4,903.69","3/7/2016","026-489-244",,,"3/14/2016","$1,348,800","$461.76","1.00","4","5","RES","$1,348,800","7","2,921","$461.76","1.00","House/Single Family"
"R2045739","Residential Detached","S","2256 RENFREW STREET","Renfrew VE","1949","House/Single Family","67","Vancouver East","Vancouver","8/12/2016","DAVID","3","$3,664.00","3/12/2016","007-823-681",,,"3/14/2016","$1,350,000","$843.75","1.00","3","6","RS1","$1,350,000","2","1,600","$843.75","1.00","House/Single Family"
