"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type"
"R2044160","Residential Attached","S","70 55 HAWTHORN DRIVE","Heritage Woods PM","2007","Townhouse","9","Port Moody","Port Moody","7/9/2016","FRANCIS & HAWTHORNE TEAM","3","$3,638.40","3/8/2016","027-121-917",,"$257.26","3/16/2016","$940,000","$430.01","1.00","4","4","RM6","$938,800","8","2,186","$430.01","1.00","Townhouse"
"R2042153","Residential Detached","S","12462 201 STREET","Northwest Maple Ridge","2009","House/Single Family","7","Maple Ridge","Maple Ridge","6/3/2016","KIM ROBBINS","4","$6,171.61","3/3/2016","027-147-339",,,"3/16/2016","$940,000","$285.28","1.04","5","5","RS 1B","$899,900","13","3,295","$285.28","1.04","House/Single Family"
"R2041343","Residential Attached","S","1203 135 E 17TH STREET","Central Lonsdale","2013","Apartment/Condo","3","North Vancouver","North Vancouver","12/31/2016","MASEI","2","$2,913.85","3/1/2016","029-162-076",,"$397.42","3/17/2016","$940,000","$963.11","0.99","2","2","APT","$948,000","16","976","$963.11","0.99","Apartment/Condo"
"R2018223","Residential Attached","S","5 1863 WESBROOK MALL","University VW","2005","Townhouse","11","Vancouver West","Vancouver","3/28/2016","ABBOTT FONG","2","$1,683.00","11/27/2015","026-300-958",,"$566.30","3/17/2016","$943,000","$709.02","0.96","3","2","RES","$985,000","111","1,330","$709.02","0.96","Townhouse"
"R2037711","Residential Attached","S","24 2235 FOLKESTONE WAY","Panorama Village","1983","Apartment/Condo","33","West Vancouver","West Vancouver","8/31/2016","TEXT EDITH","2","$2,732.00","2/22/2016","006-274-463",,"$648.70","3/16/2016","$945,800","$646.04","0.95","3","2","CONDO","$998,000","23","1,464","$646.04","0.95","Apartment/Condo"
"R2044230","Residential Detached","S","8235 149 STREET","Bear Creek Green Timbers","1990","House/Single Family","26","Surrey","Surrey","9/7/2016","Touchbase","2","$3,443.09","3/8/2016","014-264-951",,,"3/16/2016","$948,000","$308.79","1.05","3","4","SFR","$898,900","8","3,070","$308.79","1.05","House/Single Family"
"R2046821","Residential Detached","S","8110 211B STREET","Willoughby Heights","2012","House/Single Family","4","Langley","Langley","9/30/2016","Nomi","3","$5,052.02","3/15/2016","028-001-214",,,"3/20/2016","$950,000","$296.69","1.12","4","6","R-CL","$849,999","5","3,202","$296.69","1.12","House/Single Family"
"R2046779","Residential Attached","S","26 9533 GRANVILLE AVENUE","McLennan North","2005","Townhouse","11","Richmond","Richmond","9/30/2016","Lucy Wang","2","$2,978.31","3/16/2016","026-275-503",,"$188.13","3/18/2016","$950,000","$528.07","1.11","3","3","CD/142","$858,000","2","1,799","$528.07","1.11","Townhouse"
"R2043699","Residential Detached","S","9378 216A STREET","Walnut Grove","2004","House/Single Family","12","Langley","Langley","9/9/2016","Randy or Monique","3","$4,756.26","3/9/2016","025-844-962",,,"3/17/2016","$950,000","$249.08","1.00","4","6","R-CL","$950,000","8","3,814","$249.08","1.00","House/Single Family"
"R2045323","Residential Detached","S","7057 196B STREET","Willoughby Heights","2005","House/Single Family","11","Langley","Langley","7/12/2016","Touchbase Please","3","$4,836.16","3/14/2016","025-731-866",,,"3/20/2016","$950,000","$268.36","1.00","4","5","R-CL","$949,900","6","3,540","$268.36","1.00","House/Single Family"
"R2032706","Residential Detached","S","1020 HOY STREET","Meadow Brook","1979","House/Single Family","37","Coquitlam","Coquitlam","6/8/2016","TOUCHBASE","2","$2,879.49","2/9/2016","005-323-037",,,"3/16/2016","$950,000","$423.73","1.01","3","5","SFD","$939,000","36","2,242","$423.73","1.01","House/Single Family"
"R2045807","Residential Attached","S","1936 PETERSON AVENUE","Cape Horn","2010","1/2 Duplex","6","Coquitlam","Coquitlam","6/11/2016","MITCH","3","$3,850.00","3/11/2016","028-227-875",,,"3/20/2016","$955,000","$396.43","0.97","3","5","RT-1","$980,000","9","2,409","$396.43","0.97","1/2 Duplex"
"R2039194","Residential Detached","S","15485 16A AVENUE","King George Corridor","1964","House/Single Family","52","South Surrey White Rock","Surrey","6/30/2016","Lily Zhong","1","$3,207.78","2/24/2016","005-559-740",,,"3/20/2016","$955,000","$1,047.15","0.97","1","2","SFR","$980,000","25","912","$1,047.15","0.97","House/Single Family"
"R2045705","Residential Detached","S","7867 162B STREET","Fleetwood Tynehead","1988","House/Single Family","28","Surrey","Surrey","7/31/2016","Trevor Beauchamp","2","$3,317.00","3/16/2016","004-650-182",,,"3/20/2016","$960,000","$357.68","1.20","3","4","RF","$799,900","4","2,684","$357.68","1.20","House/Single Family"
"R2010983","Residential Attached","S","1605 8555 GRANVILLE STREET","S.W. Marine","2014","Apartment/Condo","2","Vancouver West","Vancouver","9/30/2016","Fiona Zhang","2","$3,203.02","10/26/2015","029-318-173",,"$452.77","3/18/2016","$960,000","$884.79","0.96","2","2","CD-1","$998,000","144","1,085","$884.79","0.93","Apartment/Condo"
"R2042855","Residential Detached","S","7664 151 STREET","East Newton","2005","House/Single Family","11","Surrey","Surrey","6/30/2016","Morning","3","$4,321.20","3/3/2016","025-730-517",,,"3/20/2016","$960,000","$246.60","1.08","4","7","SFD","$888,888","17","3,893","$246.60","1.08","House/Single Family"
"R2040072","Residential Detached","S","2307 MADRONA PLACE","King George Corridor","1987","House/Single Family","29","South Surrey White Rock","Surrey","5/31/2016","Dawn Carbol","2","$4,218.70","2/29/2016","003-219-925",,,"3/17/2016","$963,500","$514.14","0.98","3","3","RF","$979,000","17","1,874","$514.14","0.98","House/Single Family"
"R2035133","Residential Detached","S","5680 GROVE AVENUE","Hawthorne","1965","House/Single Family","51","Ladner","Delta","12/31/2016","Kelly Tsaoussis","2","$2,798.81","2/15/2016","005-579-538",,,"3/16/2016","$965,000","$467.77","0.99","2","4","CD27","$974,800","30","2,063","$467.77","0.97","House/Single Family"
"R2041781","Residential Attached","S","708 2507 MAPLE STREET","Kitsilano","2012","Apartment/Condo","4","Vancouver West","Vancouver","6/30/2016","HELEN WONG","2","$2,966.16","3/1/2016","028-866-886","8","$446.92","3/20/2016","$965,000","$882.08","0.98","2","2","C-3A","$989,000","19","1,094","$882.08","0.98","Apartment/Condo"
"R2045228","Residential Detached","S","14656 76A AVENUE","East Newton","2006","House/Single Family","10","Surrey","Surrey","6/30/2016","Rajinder Toor","6","$4,209.36","3/12/2016","025-855-859",,,"3/19/2016","$975,000","$243.45","1.03","6","8","SFD","$949,900","7","4,005","$243.45","1.03","House/Single Family"
"R2041233","Residential Detached","S","909 LADNER STREET","The Heights NW","1951","House/Single Family","65","New Westminster","New Westminster","5/31/2016","TEAM DAVE VALLEE","2","$3,874.28","2/28/2016","010-074-651",,,"3/19/2016","$980,000","$541.44","0.98","2","3","RS1","$998,000","20","1,810","$541.44","0.98","House/Single Family"
"R2043486","Residential Detached","S","911 ST. ANDREWS STREET","Uptown NW","1940","House/Single Family","76","New Westminster","New Westminster","7/29/2016","MARY JO BRAID","1","$3,657.20","3/8/2016","011-923-369",,,"3/19/2016","$988,000","$447.87","1.00","2","3","RS2","$988,000","11","2,206","$447.87","1.00","House/Single Family"
"R2024334","Residential Detached","S","3476 FLINT STREET","Glenwood PQ","1959","House/Single Family","57","Port Coquitlam","Port Coquitlam","5/31/2016","Darius Dominczak","2","$3,635.87","1/12/2016","010-325-883",,,"3/18/2016","$990,000","$468.75","0.99","2","5","RS1","$999,998","66","2,112","$468.75","1.10","House/Single Family"
"R2045975","Residential Detached","S","13353 58B AVENUE","Panorama Ridge","1994","House/Single Family","22","Surrey","Surrey","12/31/2016","HARVIR SANDHU","3","$3,466.39","3/14/2016","018-539-068",,,"3/20/2016","$990,000","$307.17","1.17","4","5","RF","$849,000","6","3,223","$307.17","1.17","House/Single Family"
"R2042731","Residential Detached","S","15927 PACIFIC PLACE","White Rock","1983","House/Single Family","33","South Surrey White Rock","White Rock","6/30/2016","Andrea Hakesley","2","$4,420.24","3/8/2016","003-072-410",,,"3/20/2016","$995,000","$578.15","1.01","3","3","RS1","$988,000","12","1,721","$578.15","1.01","House/Single Family"
"R2045512","Residential Detached","S","1312 SUNNYSIDE DRIVE","Capilano NV","1976","House/Single Family","40","North Vancouver","North Vancouver","6/30/2016","SUE TARRANT","2","$5,158.28","3/14/2016","002-957-370",,,"3/20/2016","$998,000","$519.25","1.00","3","3","SF","$998,000","6","1,922","$519.25","1.00","House/Single Family"
"R2045492","Residential Detached","S","1389 E 39TH AVENUE","Knight","1941","House/Single Family","75","Vancouver East","Vancouver","7/30/2016","HAYDN - TEXT","1","$3,343.00","3/14/2016","007-845-651",,,"3/20/2016","$998,000","$750.38","1.00","2","2","RS-1","$998,000","6","1,330","$750.38","1.00","House/Single Family"
"R2044956","Residential Attached","S","212 289 ALEXANDER STREET","Hastings","1999","Apartment/Condo","17","Vancouver East","Vancouver","8/30/2016","KEVIN PERRA","2","$2,291.03","3/11/2016","024-403-369",,"$348.56","3/20/2016","$1,000,000","$862.81","1.11","2","2","CD-1","$900,000","9","1,159","$862.81","1.11","Apartment/Condo"
"R2051495","Residential Attached","S","973 HERITAGE BOULEVARD","Seymour NV","1973","Townhouse","43","North Vancouver","North Vancouver","7/1/2016","Ina (text please)","2","$2,497.93","3/20/2016","005-486-815","3","$400.00","3/20/2016","$1,000,000","$461.68","0.95","3","4","MF","$1,050,000","0","2,166","$461.68","0.95","Townhouse"
"R2042693","Residential Detached","S","8173 211 STREET","Willoughby Heights","2010","House/Single Family","6","Langley","Langley","5/31/2016","Touchbase","4","$5,172.00","3/8/2016","027-029-131",,,"3/16/2016","$1,001,000","$273.12","1.00","5","6","R-CL","$999,000","8","3,665","$273.12","1.00","House/Single Family"
"R2045786","Residential Detached","S","5663 ABBEY DRIVE","Sunshine Hills Woods","1969","House/Single Family","47","N. Delta","Delta","8/31/2016","Tyler","1","$3,215.88","3/14/2016","010-444-734",,,"3/20/2016","$1,005,000","$540.32","1.12","2","3","RS1","$899,900","6","1,860","$540.32","1.12","House/Single Family"
"R2041805","Residential Detached","S","8179 112 STREET","Scottsdale","2005","House/Single Family","11","N. Delta","Delta","8/31/2016","Baljinder","4","$4,301.25","3/3/2016","000-774-596",,,"3/16/2016","$1,010,000","$296.54","0.99","5","6","RS1","$1,025,000","13","3,406","$296.54","0.99","House/Single Family"
"R2043986","Residential Detached","S","8936 148 STREET","Bear Creek Green Timbers","2011","House/Single Family","5","Surrey","Surrey","12/30/2016","Tony Sekhon","6","$5,364.00","3/7/2016","005-206-758",,,"3/19/2016","$1,011,000","$234.90","1.01","6","8","SFD","$999,500","12","4,304","$234.90","1.12","House/Single Family"
"R2041815","Residential Detached","S","7933 122A STREET","West Newton","2001","House/Single Family","15","Surrey","Surrey","6/3/2016","Narinder Bains","4","$5,038.67","3/3/2016","007-046-570",,,"3/18/2016","$1,015,000","$236.05","0.92","7","9","SF","$1,099,000","15","4,300","$236.05","0.92","House/Single Family"
"R2024850","Residential Detached","S","9671 137A STREET","Whalley","1964","House/Single Family","52","North Surrey","Surrey","4/28/2016","Hanson","2","$4,302.08","1/12/2016","004-923-693",,,"3/17/2016","$1,020,000","$425.00","0.93","2","5","SFD","$1,100,000","65","2,400","$425.00","0.93","House/Single Family"
"R2030295","Residential Detached","S","1812 232 STREET","Campbell Valley","1983","House with Acreage","33","Langley","Langley","7/31/2016","Laura Dech","1","$946.04","2/1/2016","011-165-138",,,"3/17/2016","$1,025,000","$788.46","1.00","2","3","RU-3","$1,025,000","0","1,300","$788.46","0.93","House with Acreage"
"R2040937","Residential Attached","S","313 6333 LARKIN DRIVE","University VW","2007","Apartment/Condo","9","Vancouver West","Vancouver","4/30/2016","JUN PARK","2","$2,184.37","3/1/2016","026-939-223",,"$450.86","3/18/2016","$1,040,000","$750.90","0.98","3","3","APT","$1,058,000","17","1,385","$750.90","0.98","Apartment/Condo"
"R2046247","Residential Detached","S","1335 STAYTE ROAD","White Rock","1969","House/Single Family","47","South Surrey White Rock","White Rock","9/10/2016","Jenny Xu","2","$3,984.76","3/10/2016","009-139-770",,,"3/20/2016","$1,050,000","$531.38","1.05","3","4","RS-1","$998,000","10","1,976","$531.38","1.05","House/Single Family"
"R2044673","Residential Attached","S","104 3200 CAPILANO CRESCENT","Capilano NV","1993","Apartment/Condo","23","North Vancouver","North Vancouver","10/3/2016","Jill Weirsma","2","$4,678.78","3/8/2016","017-882-893","3","$563.15","3/20/2016","$1,050,000","$595.58","1.05","3","3","MFD","$998,000","12","1,763","$595.58","1.05","Apartment/Condo"
"R2007259","Residential Attached","S","506 795 W 41ST AVENUE","Cambie","2016","Apartment/Condo","0","Vancouver West","Vancouver","12/31/2016","CHARLES JIANG","2","$0.00","10/5/2015","029-201-471","6","$348.90","3/18/2016","$1,050,000","$902.84","0.96","2","2","RES","$1,091,000","165","1,163","$902.84","0.96","Apartment/Condo"
"R2047377","Residential Detached","S","116 BUCKINGHAM DRIVE","North Shore Pt Moody","1967","House/Single Family","49","Port Moody","Port Moody","6/3/2016","TOUCHBASE","2","$3,176.15","3/16/2016","002-135-299",,,"3/18/2016","$1,050,000","$489.74","1.05","2","4","RS1","$998,000","2","2,144","$489.74","1.05","House/Single Family"
"R2033690","Residential Detached","S","14474 58 AVENUE","Sullivan Station","2013","House/Single Family","3","Surrey","Surrey","9/7/2016","Touchbase","4","$4,591.45","2/4/2016","028-856-481",,,"3/16/2016","$1,060,000","$298.76","1.03","5","6","RF12","$1,034,000","41","3,548","$298.76","1.03","House/Single Family"
"R2045720","Residential Detached","S","1364 129A STREET","Crescent Bch Ocean Pk.","1976","House/Single Family","40","South Surrey White Rock","Surrey","6/30/2016","Randy or Garry Cooper","1","$3,410.00","3/13/2016","005-172-209",,,"3/18/2016","$1,065,000","$897.98","1.12","2","3","RES","$949,000","5","1,186","$897.98","1.12","House/Single Family"
"R2046170","Residential Detached","S","35165 PAGE ROAD","Matsqui","9999","House with Acreage","999","Abbotsford","Abbotsford","2/28/2017","Parm Judge","2","$1,518.76","3/15/2016","001-166-905",,,"3/16/2016","$1,065,000","$463.04","0.95","2","3","A2","$1,125,000","1","2,300","$463.04","0.95","House with Acreage"
"R2046121","Residential Attached","S","201 2525 QUEBEC STREET","Mount Pleasant VE","1994","Apartment/Condo","22","Vancouver East","Vancouver","7/30/2016","Rene","2","$2,715.14","3/14/2016","018-918-204",,"$560.79","3/20/2016","$1,067,000","$784.56","1.11","2","2","STRATA","$958,888","6","1,360","$784.56","1.11","Apartment/Condo"
"R2044629","Residential Detached","S","2711 MARA DRIVE","Coquitlam East","1987","House/Single Family","29","Coquitlam","Coquitlam","6/30/2016","NICK","2","$3,962.00","3/10/2016","005-575-419",,,"3/16/2016","$1,067,500","$501.64","1.07","3","3","RS-1","$996,000","6","2,128","$501.64","1.07","House/Single Family"
"R2044022","Residential Detached","S","3539 GARRY STREET","Steveston Village","9999","House/Single Family","999","Richmond","Richmond","6/30/2016","JOHN COULTHARD","2","$3,039.36","3/9/2016","006-081-088",,"$0.00","3/19/2016","$1,068,000","$712.00","0.99","2","4","R1","$1,079,000","10","1,500","$712.00","0.99","House/Single Family"
"R2043844","Residential Detached","S","21990 46A AVENUE","Murrayville","2000","House/Single Family","16","Langley","Langley","9/9/2016","TOUCHBASE","3","$5,030.21","3/9/2016","024-564-753",,,"3/17/2016","$1,070,000","$294.77","0.97","4","5","R-1D","$1,098,000","8","3,630","$294.77","0.97","House/Single Family"
"R2048751","Residential Detached","S","462 VETERANS ROAD","Gibsons & Area","1999","House with Acreage","17","Sunshine Coast","Gibsons","9/17/2016","BARBIE","2","$3,800.00","3/17/2016","009-611-746",,,"3/17/2016","$1,075,000","$346.77","0.90","3","3","RES","$1,200,000","0","3,100","$346.77","0.90","House with Acreage"
"R2037019","Residential Detached","S","13028 60A AVENUE","Panorama Ridge","2005","House/Single Family","11","Surrey","Surrey","2/18/2017","Harjinder Mangat","6","$4,568.16","2/18/2016","025-926-217",,,"3/17/2016","$1,075,000","$239.69","0.98","6","9","SFD","$1,099,900","28","4,485","$239.69","0.98","House/Single Family"
"R2045203","Residential Detached","S","17427 1A AVENUE","Pacific Douglas","2013","House/Single Family","3","South Surrey White Rock","Surrey","7/6/2016","Touchbase","4","$4,412.31","3/7/2016","028-528-913",,,"3/19/2016","$1,080,000","$287.62","0.98","5","6","R12","$1,099,000","12","3,755","$287.62","0.98","House/Single Family"
"R2047004","Residential Detached","S","1068 CORONA CRESCENT","Chineside","1978","House/Single Family","38","Coquitlam","Coquitlam","6/30/2016","NEIL","3","$4,264.00","3/17/2016","006-347-843",,,"3/19/2016","$1,080,000","$453.78","1.08","3","4","RS1","$999,800","2","2,380","$453.78","1.08","House/Single Family"
"R2037287","Residential Detached","S","1041 BOUNDARY ROAD","Renfrew VE","1909","House/Single Family","107","Vancouver East","Vancouver","4/30/2016","LINDA BURCHELL","1","$4,149.85","2/19/2016","012-228-982",,,"3/18/2016","$1,084,920","$426.46","0.99","1","3","RS-1","$1,100,000","28","2,544","$426.46","0.85","House/Single Family"
"R2045182","Residential Detached","S","2670 127A STREET","Crescent Bch Ocean Pk.","1979","House/Single Family","37","South Surrey White Rock","Surrey","7/29/2016","Touchbase","2","$4,015.30","3/11/2016","010-252-827",,,"3/18/2016","$1,085,000","$636.74","1.03","3","3","RF","$1,049,000","7","1,704","$636.74","1.03","House/Single Family"
"R2046605","Residential Detached","S","2788 GORDON AVENUE","Crescent Bch Ocean Pk.","1978","House/Single Family","38","South Surrey White Rock","Surrey","7/16/2016","Louise McKnight","2","$4,375.03","3/16/2016","012-721-131",,,"3/19/2016","$1,089,000","$626.22","1.00","2","3","CD","$1,089,000","3","1,739","$626.22","1.00","House/Single Family"
"R2020911","Residential Attached","S","1005 1455 GEORGE STREET","White Rock","2013","Apartment/Condo","3","South Surrey White Rock","White Rock","5/16/2016","Helmut","2","$6,237.77","12/16/2015","029-026-181","20","$684.18","3/16/2016","$1,090,000","$663.82","0.91","3","2","CD23","$1,198,000","91","1,642","$663.82","0.89","Apartment/Condo"
"R2044275","Residential Detached","S","13670 MALABAR AVENUE","White Rock","1976","House/Single Family","40","South Surrey White Rock","White Rock","7/20/2016","Touchbase","2","$4,461.98","3/7/2016","006-729-002",,,"3/17/2016","$1,090,000","$484.66","0.97","3","4","SFD","$1,128,000","10","2,249","$484.66","0.97","House/Single Family"
"R2021178","Residential Attached","S","PH3 3220 W 4TH AVENUE","Kitsilano","1990","Apartment/Condo","26","Vancouver West","Vancouver","7/6/2016","MARTIN SPRENKELS","2","$3,637.87","12/17/2015","016-443-578","4","$689.04","3/18/2016","$1,090,000","$714.29","0.87","2","2","RM-4","$1,250,000","92","1,526","$714.29","0.78","Apartment/Condo"
"R2042379","Residential Attached","S","104 1133 HOMER STREET","Yaletown","2009","Townhouse","7","Vancouver West","Vancouver","6/30/2016","Jeff","2","$2,959.09","3/7/2016","027-601-374","15","$487.64","3/19/2016","$1,099,000","$863.32","1.10","3","2","DD","$999,000","12","1,273","$863.32","1.10","Townhouse"
"R2043170","Land Only","S","1526 GRANT AVENUE","Glenwood PQ",,,,"Port Coquitlam","Port Coquitlam","6/30/2016","ZELJKO",,"$3,016.40","3/7/2016","011-945-656",,,"3/16/2016","$1,100,000","$137.74","1.11",,,"RS1","$988,800","9",,"$137.74","1.11","Other"
"R2046670","Residential Detached","S","21018 44 AVENUE","Brookswood Langley","1995","House/Single Family","21","Langley","Langley","9/16/2016","Touchbase only","3","$5,406.85","3/16/2016","018-872-948",,,"3/20/2016","$1,100,000","$268.36","1.02","4","5","R-1D","$1,079,000","4","4,099","$268.36","1.02","House/Single Family"
"R2047199","Residential Detached","S","13535 58A AVENUE","Panorama Ridge","1969","House/Single Family","47","Surrey","Surrey","9/25/2016","Sekhon, G.S.","1","$3,400.22","3/15/2016","010-317-511",,,"3/20/2016","$1,102,000","$907.74","1.00","2","3","RA","$1,100,000","5","1,214","$907.74","1.00","House/Single Family"
"R2047364","Residential Detached","S","14214 PARK DRIVE","Bolivar Heights","9999","House/Single Family","999","North Surrey","Surrey","7/25/2016","Jatinder Rosha","1","$3,400.00","3/15/2016","007-556-624",,,"3/20/2016","$1,110,000","$956.90","0.99","1","3","RF","$1,125,000","5","1,160","$956.90","0.99","House/Single Family"
"R2045892","Residential Detached","S","14 3295 SUNNYSIDE ROAD","Anmore","2016","House/Single Family","0","Port Moody","Anmore","12/31/2016","Dave","3","$0.00","3/11/2016","028-076-541",,"$261.00","3/20/2016","$1,111,950","$389.88","1.05","3","4","RES","$1,059,000","9","2,852","$389.88","1.05","House/Single Family"
"R2037493","Residential Detached","S","5248 CHAMBERLAYNE AVENUE","Neilsen Grove","1973","House/Single Family","43","Ladner","Delta","9/19/2016","GREG","2","$3,433.62","2/19/2016","006-402-704",,,"3/17/2016","$1,120,000","$509.09","0.98","3","4","RS2","$1,138,000","27","2,200","$509.09","1.03","House/Single Family"
"R2042210","Residential Detached","S","1712 58A STREET","Beach Grove","1963","House/Single Family","53","Tsawwassen","Delta","9/3/2016","AMBER OR RACHEL","1","$3,220.00","3/3/2016","000-727-296",,,"3/16/2016","$1,120,000","$1,247.22","0.98","1","2","RM-1","$1,138,800","13","898","$1,247.22","0.98","House/Single Family"
"R2024445","Residential Detached","S","11656 96A AVENUE","Royal Heights","2014","House/Single Family","2","North Surrey","Surrey","5/15/2016","Shivraj Ghuman","4","$4,834.00","1/11/2016","003-939-812",,,"3/19/2016","$1,121,000","$241.96","0.97","5","7","RES","$1,150,000","68","4,633","$241.96","0.97","House/Single Family"
"R2039830","Residential Detached","S","2503 LARKIN COURT","Oakdale","1960","House/Single Family","56","Burnaby North","Burnaby","8/29/2016","CODE","2","$4,305.36","2/29/2016","010-422-251",,,"3/16/2016","$1,125,000","$536.99","1.07","2","5","SFD","$1,049,900","16","2,095","$536.99","1.07","House/Single Family"
"R2047645","Residential Detached","S","1243 E 41ST AVENUE","Knight","1948","House/Single Family","68","Vancouver East","Vancouver","9/17/2016","LYNN NGUYEN","2","$3,408.75","3/18/2016","013-211-145",,,"3/18/2016","$1,129,000","$679.30","1.00","2","4","RS1","$1,129,000","0","1,662","$679.30","1.00","House/Single Family"
"R2044878","Residential Detached","S","11110 156 STREET","Fraser Heights","1994","House/Single Family","22","North Surrey","Surrey","6/11/2016","Mitch","2","$3,662.09","3/11/2016","018-109-543",,,"3/16/2016","$1,130,000","$424.81","1.08","3","4","SF","$1,049,900","5","2,660","$424.81","1.08","House/Single Family"
"R2040850","Residential Detached","S","16760 92A AVENUE","Fleetwood Tynehead","2011","House/Single Family","5","Surrey","Surrey","7/28/2016","Brinder Randhawa","5","$4,444.93","2/29/2016","026-447-240",,,"3/18/2016","$1,136,000","$282.73","0.98","5","7","RC","$1,159,000","18","4,018","$282.73","0.98","House/Single Family"
"R2033308","Residential Detached","S","8732 JONES TERRACE","Hatzic","2011","House/Single Family","5","Mission","Mission","7/31/2016","Martin Engh","3","$6,679.00","2/7/2016","027-061-485",,,"3/19/2016","$1,140,000","$187.59","0.95","4","4","RES","$1,199,900","41","6,077","$187.59","0.95","House/Single Family"
"R2038639","Residential Attached","S","7383 11TH AVENUE","Edmonds BE","2005","1/2 Duplex","11","Burnaby East","Burnaby","7/31/2016","Vesna","3","$4,015.20","2/24/2016","025-937-146",,"$0.00","3/17/2016","$1,150,000","$538.89","1.06","4","5","DUPLEX","$1,088,800","22","2,134","$538.89","0.96","1/2 Duplex"
"R2038621","Residential Detached","S","2270 140 STREET","Sunnyside Park Surrey","1994","House/Single Family","22","South Surrey White Rock","Surrey","6/30/2016","Lily Zhong","2","$3,787.92","2/23/2016","017-903-424",,,"3/18/2016","$1,150,000","$544.51","0.94","3","3","RES","$1,228,000","24","2,112","$544.51","1.06","House/Single Family"
"R2037491","Residential Detached","S","10510 HOLLYMOUNT DRIVE","Steveston North","1980","House/Single Family","36","Richmond","Richmond","2/21/2017","TOUCHBASE","3","$3,187.85","2/21/2016","004-154-771",,"$0.00","3/16/2016","$1,150,000","$496.55","1.00","3","4","LUC098","$1,150,000","24","2,316","$496.55","0.94","House/Single Family"
"R2042277","Residential Detached","S","4771 DEWSBURY COURT","East Cambie","1977","House/Single Family","39","Richmond","Richmond","12/31/2016","BENN PANESAR","3","$3,292.90","3/4/2016","004-087-585",,,"3/17/2016","$1,150,000","$405.36","0.92","3","5","RES","$1,250,000","13","2,837","$405.36","0.92","House/Single Family"
"R2045409","Residential Detached","S","1710 143B STREET","Sunnyside Park Surrey","1982","House/Single Family","34","South Surrey White Rock","Surrey","9/30/2016","Sean Lee","2","$3,825.18","3/14/2016","005-670-861",,,"3/18/2016","$1,150,000","$768.72","1.07","2","3","RF","$1,078,000","4","1,496","$768.72","1.07","House/Single Family"
"R2040151","Residential Detached","S","15921 92A AVENUE","Fleetwood Tynehead","2013","House/Single Family","3","Surrey","Surrey","12/31/2016","Kristen Dodd","6","$3,983.62","2/24/2016","028-741-099",,,"3/16/2016","$1,150,000","$273.87","1.05","7","6","RF-12","$1,099,000","21","4,199","$273.87","1.05","House/Single Family"
"R2042808","Residential Attached","S","905 5177 BRIGHOUSE WAY","Brighouse","2013","Apartment/Condo","3","Richmond","Richmond","10/31/2016","CLARA CHIU","3","$4,376.70","3/7/2016","029-114-900",,"$707.50","3/19/2016","$1,150,000","$809.86","0.97","3","2","CONDO","$1,180,000","12","1,420","$809.86","0.97","Apartment/Condo"
"R2041273","Residential Detached","S","5530 WALLACE AVENUE","Pebble Hill","1988","House/Single Family","28","Tsawwassen","Delta","6/15/2016","AMY LAMBERT / TOUCHBASE","2","$4,029.35","3/1/2016","005-792-916",,,"3/19/2016","$1,158,500","$469.22","0.97","3","3","RS1","$1,198,000","18","2,469","$469.22","0.97","House/Single Family"
"R2046630","Residential Detached","S","1511 CHARLAND AVENUE","Central Coquitlam","1968","House/Single Family","48","Coquitlam","Coquitlam","6/17/2016","CRAIG A. COOK","2","$3,854.92","3/13/2016","000-473-626",,,"3/20/2016","$1,161,000","$552.86","1.16","3","4","SFD","$998,000","7","2,100","$552.86","1.16","House/Single Family"
"R2036902","Residential Detached","S","2381 208 STREET","Brookswood Langley","1993","House/Single Family","23","Langley","Langley","8/30/2016","DAVID EVANS","3","$7,091.13","2/16/2016","004-455-924",,,"3/17/2016","$1,165,000","$426.12","0.97","5","5","C-5","$1,198,000","30","2,734","$426.12","0.97","House/Single Family"
"R2044458","Residential Detached","S","1045 GLACIER VIEW PLACE","Garibaldi Highlands","1993","House/Single Family","23","Squamish","Squamish","6/8/2016","PATRICIA","3","$5,424.26","3/8/2016","015-301-362",,,"3/17/2016","$1,166,000","$348.27","1.00","3","5","R1","$1,166,000","9","3,348","$348.27","1.00","House/Single Family"
"R2039438","Residential Detached","S","2554 TRILLIUM PLACE","Summitt View","1985","House/Single Family","31","Coquitlam","Coquitlam","8/23/2016","Touchbase or text please","3","$4,221.76","2/26/2016","001-824-953",,,"3/16/2016","$1,172,000","$366.02","0.99","4","4","RS-1","$1,188,000","19","3,202","$366.02","0.99","House/Single Family"
"R2042723","Residential Detached","S","7785 TAYLOR PLACE","The Crest","1950","House/Single Family","66","Burnaby East","Burnaby","7/7/2016","Ryan (Text)","2","$4,277.59","3/7/2016","002-724-588",,,"3/17/2016","$1,175,000","$587.50","1.18","2","4","R10","$998,800","10","2,000","$587.50","1.18","House/Single Family"
