"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"R2305173","Residential Detached","S","4380 GRANVILLE AVENUE","Quilchena RI","1959","House/Single Family","59","Richmond","Richmond","12/11/2018","ANDREA CHU","2","$5,548.52","9/11/2018","017-813-727",,,"11/27/2018","$1,600,000","$919.54","0.91","2","4","RS1/E","$1,750,000","77","1,740","$919.54","0.80","House/Single Family","1",,"604-338-6600","3.255% ON 1ST $100,000 & 1.1625% ON BALANCE",,"147.57","1","66.00",,,"4","V7C 1E4",,"SELLERS DO NOT LIVE IN PROPERTY","BC",,,,
"R2307175","Residential Detached","S","17510 28B AVENUE","Grandview Surrey","1986","House/Single Family","32","South Surrey White Rock","Surrey","3/18/2019","Dave Jarvis","3","$8,089.21","9/18/2018","002-959-828",,,"11/30/2018","$1,600,000","$696.86","0.97","3","3","ACRE","$1,649,000","73","2,296","$696.86","0.74","House/Single Family","1",,"604-644-1349","3.22% ON THE FIRST $100,000 /  1.15% ON THE BALANCE",,,"1","116.50",,,,"V3Z 0E7",,,"BC",,,,
"R2323203","Residential Detached","S","2955 BROOKRIDGE DRIVE","Edgemont","1958","House/Single Family","60","North Vancouver","North Vancouver","4/1/2019","Team Clarke","3","$8,024.96","11/15/2018","029-156-564",,,"12/3/2018","$1,600,000","$472.67","0.89","3","4","SFD","$1,799,900","18","3,385","$472.67","0.89","House/Single Family","1",,"604-220-2020","3.22% ON THE 1ST $100,000 AND 1.15% ON THE BALANCE",,"144 IRR","3","69.00",,,"3","V7R 3A7",,,"BC",,,,
"R2314102","Residential Detached","S","5593 NANCY GREENE WAY","Grouse Woods","1980","House/Single Family","38","North Vancouver","North Vancouver","3/15/2019","Ghazaleh Tehrani","2","$6,360.96","10/10/2018","007-277-113",,,"12/2/2018","$1,625,000","$675.96","0.96","3","4","RS3","$1,698,000","53","2,404","$675.96","0.91","House/Single Family","1",,"778-834-3471","3.255% ON THE FIRST $100,000 & 1.1625% ON THE BALANCE. PLUS $5,000 BONUS IF SOLD BY NOVEMBER 15, 2018.",,"150","2","65.00",,,"4","V7R 4R6",,,"BC",,,,
"R2324655","Residential Detached","S","6571 YEATS CRESCENT","Woodwards","1974","House/Single Family","44","Richmond","Richmond","5/30/2019","CARISSA SIY","3","$4,912.96","11/22/2018","003-635-104",,,"11/27/2018","$1,628,000","$669.41","0.96","3","4","R1-E","$1,698,000","5","2,432","$669.41","0.96","House/Single Family","1",,"604-722-2006","3.255% ON 1ST $100,000/1.1625% ON BAL",,"110","2","60.00",,,"4","V7E 4E1",,,"BC",,,,
"R2309057","Residential Detached","S","2048 ST. GEORGES AVENUE","Central Lonsdale","2001","House/Single Family","17","North Vancouver","North Vancouver","12/1/2018","RITA","4","$5,872.43","9/20/2018","009-952-241",,,"11/30/2018","$1,650,000","$610.66","0.97","5","5","RT-1","$1,699,900","71","2,702","$610.66","0.97","House/Single Family","2",,"604-307-2049","3.22% ON 1ST $100,000/1.15% ON BAL",,,"2","35.00",,,,"V7L 3K2",,,"BC",,,,
"R2319926","Residential Detached","S","2061 E 42ND AVENUE","Killarney VE","1994","House/Single Family","25","Vancouver East","Vancouver","3/12/2019","Jenny Mak","4","$5,576.87","10/30/2018","013-894-919",,,"12/11/2018","$1,650,000","$690.38","0.95","4","4","RS-1","$1,728,000","42","2,390","$690.38","0.95","House/Single Family","1",,"604-649-7678","3.255% ON THE 1ST $100,000 AND 1.1625% ON THE BALANCE",,"110.75","2","36.00",,,"2","V5P 1L9",,,"BC",,,,
"R2312089","Residential Attached","S","1801 1228 MARINASIDE CRESCENT","Yaletown","1998","Apartment/Condo","20","Vancouver West","Vancouver","1/13/2019","TOUCHBASE","2","$3,927.00","10/3/2018","023-756-349",,"$650.00","12/5/2018","$1,660,000","$1,412.77","0.88","2","2","CD-1","$1,889,000","63","1,175","$1,412.77","0.88","Apartment/Condo","1",,"778-883-4513","3.225% 1ST $100K/1.1625% ON BAL",,,"0",,,,"2","V6Z 2W4",,,"BC",,,,
"R2315270","Residential Detached","S","3472 E 48TH AVENUE","Killarney VE","1956","House/Single Family","62","Vancouver East","Vancouver","4/11/2019","VICKY CHAO","1","$6,176.67","10/12/2018","008-680-493",,,"12/3/2018","$1,668,000","$841.57","0.93","1","4","RS-1","$1,788,000","52","1,982","$841.57","0.93","House/Single Family","1",,"604-727-7722","3.2%-1ST $100K/1.15% BAL",,"158.67","1","50.00",,,,"V5S 1H7",,,"BC",,,,
"R2326492","Residential Detached","S","348 W 21ST STREET","Central Lonsdale","1995","House/Single Family","23","North Vancouver","North Vancouver","6/4/2019","Joanne","3","$5,309.41","12/4/2018","018-819-001",,,"12/11/2018","$1,750,000","$580.82","0.97","4","5","RS-1","$1,798,000","7","3,013","$580.82","0.97","House/Single Family","1",,"604-836-5412","3.22% FIRST $100,000. 1.15% REMAINDER",,"135","1","38.50",,,"2","V7M 1Z5",,,"BC",,,,
"R2305042","Residential Detached","S","2126 LORRAINE AVENUE","Central Coquitlam","1996","House/Single Family","22","Coquitlam","Coquitlam","3/12/2019","Simon Coutts","4","$7,039.27","9/10/2018","000-532-819",,,"12/12/2018","$1,750,000","$277.78","0.93","5","7","RES","$1,888,000","93","6,300","$277.78","0.88","House/Single Family","2",,"604-202-9922","3.22% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE.",,,"1","10,098.00",,,"9","V3K 2M6",,,"BC",,,,
"R2324197","Residential Attached","S","5302 4670 ASSEMBLY WAY","Metrotown","2018","Apartment/Condo","0","Burnaby South","Burnaby","2/28/2019","YVA LAM","2","$0.00","11/20/2018","800-126-083","48","$436.45","12/3/2018","$1,750,900","$1,522.52","1.00","3","2","CD","$1,750,900","13","1,150","$1,522.52","1.00","Apartment/Condo","1",,"604-346-6065","3.22%-1ST $100K/1.1625% BAL, EXCLUSIVE OF TAXES","STATION SQUARE",,"0",,,,"1","V5H 0H3",,,"BC",,,,
"R2311457","Residential Detached","S","4805 ALBERT STREET","Capitol Hill BN","2018","House/Single Family","0","Burnaby North","Burnaby","1/31/2019","KAREN BOSWELL","3","$4,141.16","10/1/2018","029-869-471",,,"12/2/2018","$1,760,000","$792.44","0.98","4","4","RES","$1,798,000","62","2,221","$792.44","0.93","House/Single Family","2",,"604-671-2755","3.255% 1ST $100,000 & 1.1625% ON BALANCE","Capitol Hill","121.9","2","30.02",,,"2","V5C 2H2",,"SELLER NEVER LIVED HERE","BC",,,,
"R2326821","Residential Detached","S","13658 19 AVENUE","Sunnyside Park Surrey","1989","House/Single Family","30","South Surrey White Rock","Surrey","4/5/2019","TOUCHBASE Glenn Dennis","2","$6,497.93","12/5/2018","009-804-633",,,"12/11/2018","$1,765,000","$672.12","0.93","2","4","RH-G","$1,888,000","6","2,626","$672.12","0.93","House/Single Family","1",,,"3.22% ON THE 1ST $100,000; 1.15% ON THE BALANCE","BELL PARK","78","2","154.00",,,"5","V4A 9E9",,,"BC",,,,
"R2321127","Residential Attached","S","201 5955 BALSAM STREET","Kerrisdale","2008","Apartment/Condo","10","Vancouver West","Vancouver","3/31/2019","GARY","2","$4,603.30","11/6/2018","027-656-136",,"$608.47","12/1/2018","$1,768,000","$1,169.31","0.95","3","3","APT","$1,868,000","25","1,512","$1,169.31","0.95","Apartment/Condo","1",,"778-318-0302","3.2% ON 1ST $100,000 AND 1.16% ON BAL.",,,"1",,,,"2","V6M 0A1",,,"BC",,,,
"R2325224","Residential Detached","S","6592 BERKELEY STREET","Killarney VE","2005","House/Single Family","13","Vancouver East","Vancouver","1/31/2019","NO touchbase TEXT ONLY","4","$5,748.17","11/26/2018","013-624-962",,,"11/30/2018","$1,798,800","$792.42","1.00","4","6","RS1","$1,798,800","4","2,270","$792.42","1.00","House/Single Family","3",,"604-218-6688","3.255% OF FIRST $100,000/1.1625% BAL",,"132","1","33.00",,,"3","V5S 2J6",,,"BC",,,,
"R2316749","Residential Attached","S","518 2202 GONDOLA WAY","Whistler Creek","2002","Apartment/Condo","16","Whistler","Whistler","1/23/2019","Dani O'Neill","2","$6,221.83","10/13/2018","025-503-944",,"$1,553.49","12/12/2018","$1,800,000","$1,211.31","0.95","2","2","CC2","$1,899,000","60","1,486","$1,211.31","0.90","Apartment/Condo","0",,"604-698-6977","1.5%. PHYSICAL INTRO MUST BE BY BUYER’S AGENT OR COMMISSION WON'T BE PAID & $500 WILL BE RECEIVED BY BUYER'S AGENT.","First Tracks Lodge, Whistler Creekside",,"1",,,,"1","V8E 0M7",,,"BC",,,,
"R2314262","Residential Detached","S","351 BEACHVIEW DRIVE","Dollarton","1956","House/Single Family","62","North Vancouver","North Vancouver","12/16/2018","Rick","2","$7,929.00","10/11/2018","004-257-057",,,"11/27/2018","$1,800,000","$689.39","0.93","3","5","RS4","$1,938,000","47","2,611","$689.39","0.95","House/Single Family","1",,"604-329-8049","3.22 % ON 1ST 100K, 1.15 % REMAINDER",,"160","1","50.00",,,"6","V7G 1P5",,,"BC",,,,
"R2306065","Residential Detached","S","311 DELTA AVENUE","Capitol Hill BN","2018","House/Single Family","0","Burnaby North","Burnaby","1/31/2019","BHUPINDER SEKHON","4","$5,276.17","9/12/2018","012-239-879",,,"12/10/2018","$1,810,000","$779.16","0.91","4","4","R5","$1,999,888","89","2,323","$779.16","0.91","House/Single Family","2",,"604-825-2046","3.5% ON 1ST 100K/1.16% ON BAL",,"114","2","33.00",,,,"V5B 3C7",,"NEW HOME","BC",,,,
"R2318597","Residential Detached","S","12038 264 STREET","Websters Corners","2013","House/Single Family","5","Maple Ridge","Maple Ridge","4/19/2019","SANDY","4","$8,827.72","10/25/2018","028-626-460",,,"11/27/2018","$1,830,000","$277.57","0.92","5","5","RS2","$1,998,800","33","6,593","$277.57","0.92","House/Single Family","1",,"604-226-2971","3% ON 1ST $100K/1.16% ON BAL","FOREST HILLS",,"1","120.00",,,,"V2W 1P1",,,"BC",,,,
"R2322002","Residential Attached","S","2748 W 1ST AVENUE","Kitsilano","1983","Townhouse","35","Vancouver West","Vancouver","5/31/2019","JESSE","2","$3,250.71","11/8/2018","006-520-367","3","$350.00","12/1/2018","$1,850,000","$1,149.78","0.93","3","3","RT-8","$1,988,000","23","1,609","$1,149.78","0.93","Townhouse","2",,"604-375-8896","3.22%-1ST $100K/1.15% BAL",,,"1",,,,"1","V6K 1H3",,,"BC",,,,
"R2317095","Residential Attached","S","509 1355 BELLEVUE AVENUE","Ambleside","2018","Apartment/Condo","0","West Vancouver","West Vancouver","3/31/2019","or Text Devon Samson","2","$0.00","10/22/2018","030-339-961","7","$683.67","12/5/2018","$1,880,000","$1,650.57","0.92","2","2","CD-1","$2,049,000","44","1,139","$1,650.57","0.88","Apartment/Condo","1",,"604-319-4718","3.2% ON THE 1ST $100,000 AND 1.15% ON THE REMAINDER","Grosvenor Ambleside",,"0",,,,"2","V7T 0B4",,,"BC",,,,
"R2309569","Residential Attached","S","1103 1077 MARINASIDE CRESCENT","Yaletown","2000","Apartment/Condo","18","Vancouver West","Vancouver","12/31/2018","Iman (prefer text)","2","$4,331.80","9/21/2018","024-845-833",,"$678.56","11/28/2018","$1,880,000","$1,537.20","0.90","2","2","RES","$2,088,000","68","1,223","$1,537.20","0.90","Apartment/Condo","1",,"604-721-6209","3% ON FIRST $100K + 1% ON THE BALANCE","Marinaside Resort",,"1",,,,"2","V6Z 2Z5",,"Crossed out - previously tenanted","BC",,,,
"R2306936","Residential Detached","S","2751 OXFORD STREET","Hastings East","1933","House/Single Family","86","Vancouver East","Vancouver","1/4/2019","Touchbase or Text","2","$5,063.89","9/17/2018","015-382-532",,,"11/26/2018","$1,888,888","$465.93","0.90","3","5","RS-1","$2,100,000","70","4,054","$465.93","0.90","House/Single Family","1",,"604-626-9734","3.225% ON THE 1ST $100,000 AND 1.1625% ON THE BALANCE","Hastings-Sunrise","138","1","48.00",,,"5","V5K 1N5",,,"BC",,,,
"R2311625","Residential Attached","S","2202 125 E 14TH STREET","Central Lonsdale","2017","Apartment/Condo","2","North Vancouver","North Vancouver","2/2/2019","TOM K.C. LIU","2","$4,238.59","10/2/2018","030-215-218","24","$626.23","12/12/2018","$1,900,000","$1,452.60","0.96","2","3","MFD","$1,980,000","71","1,308","$1,452.60","0.96","Apartment/Condo","1",,"604-809-8866","3.22% ON 1ST $100,000 / 1.15% ON BALANCE",,,"0",,,,"2","V7L 0E6",,,"BC",,,,
"R2323102","Residential Detached","S","963 BELMONT AVENUE","Edgemont","1954","House/Single Family","64","North Vancouver","North Vancouver","5/15/2019","Call Carol / Dean","2","$8,346.09","11/15/2018","015-898-491",,,"12/7/2018","$1,900,000","$863.64","0.95","2","4","SFD","$1,999,900","22","2,200","$863.64","0.95","House/Single Family","1",,"604-889-1720","3.22% ON 1ST $100,000 PLUS 1.15% OF BALANCE",,"115","2","95.00",,,"3","V7R 1J9",,,"BC",,,,
"R2262230","Residential Detached","S","4712 RUTLAND ROAD","Caulfeild","1967","House/Single Family","51","West Vancouver","West Vancouver","12/13/2018","604-790-1900","3","$6,181.01","4/30/2018","008-871-558",,,"12/5/2018","$1,910,000","$619.12","0.93","3","5","RES","$2,050,000","219","3,085","$619.12","0.72","House/Single Family","1",,"604-790-1900","3.22% ON 1ST $100,000 AND 1.15% ON BALANCE",,"174","2","101.00",,,"3","V7W 1G7",,"Seller elected to not complete","BC",,,,
"R2317470","Residential Detached","S","2488 LATIMER AVENUE","Central Coquitlam","2018","House/Single Family","0","Coquitlam","Coquitlam","3/29/2019","Crystal Jung","6","$4,205.95","10/23/2018","002-347-652",,,"11/30/2018","$1,917,500","$366.28","0.91","7","6","RS1","$2,098,000","38","5,235","$366.28","0.91","House/Single Family","2",,"778-918-0517","3.25% ON THE FIRST $100,000 AND 1.16% ON THE BALANCE AND BONUS $12,500",,,"2","69.25",,,,"V3K 3J5",,,"BC",,,,
"R2315798","Residential Detached","S","3545 DUNBAR STREET","Dunbar","1980","House/Single Family","38","Vancouver West","Vancouver","1/15/2019","Marnie - no touchbase please","4","$6,817.35","10/15/2018","011-592-133",,,"12/1/2018","$1,920,000","$869.57","0.96","4","5","RS-5","$1,998,000","47","2,208","$869.57","0.94","House/Single Family","2",,"604-315-5995","3.255% ON THE 1ST $100K & 1.1625% ON THE BALANCE",,"102","2","33.00",,,"3","V6S 2C4",,,"BC",,,,
"R2323419","Residential Detached","S","4004 CURLE AVENUE","Burnaby Hospital","2007","House/Single Family","11","Burnaby South","Burnaby","1/14/2019","ADIL DINANI","7","$7,893.98","11/14/2018","026-567-181",,,"11/29/2018","$1,925,000","$474.02","0.92","7","7","R5","$2,098,000","2","4,061","$474.02","0.92","House/Single Family","2",,"604-939-6666","3.255% ON THE 1ST $100,000 AND 1.1625% ON THE BALANCE",,"0","1","0.00",,,"4","V5G 2Z3",,,"BC",,,,
"R2325921","Residential Attached","S","327 E 7TH AVENUE","Mount Pleasant VE","2015","Townhouse","3","Vancouver East","Vancouver","1/29/2019","Brittany","3","$4,711.91","11/29/2018","029-548-195",,"$646.61","12/2/2018","$1,985,000","$925.84","0.99","4","3","RM-4","$1,998,000","3","2,144","$925.84","0.99","Townhouse","1",,"604-831-2748","3.2% ON THE 1ST $100,000 & 1.1625% ON THE BALANCE",,,"1",,,,"2","V5T 1M9",,,"BC",,,,
"R2309984","Residential Attached","S","2604 788 RICHARDS STREET","Downtown VW","2008","Apartment/Condo","10","Vancouver West","Vancouver","10/15/2019","ALLEN LU","2","$3,663.01","9/25/2018","027-478-891","31","$972.00","12/11/2018","$1,990,000","$1,291.37","0.95","2","3","CP1","$2,098,800","77","1,541","$1,291.37","0.95","Apartment/Condo","1",,"604-880-8066","3.22% ON $100,000/1.15% ON BAL PLUS $10,000 BONUS",,,"0",,,,"1","V6B 0C7",,,"BC",,,,
"R2321479","Residential Attached","S","T07 1501 HOWE STREET","Yaletown","1993","Townhouse","25","Vancouver West","Vancouver","3/30/2019","Paul Albrighton","2","$4,488.12","11/7/2018","018-059-767",,"$1,108.62","11/30/2018","$1,999,999","$998.50","0.95","3","3","CD-1","$2,100,000","23","2,003","$998.50","0.95","Townhouse","1",,"604-315-5574","3.225% ON THE 1ST $100,000 AND 1.1625% ON THE REMAINING BALANCE","888 Beach",,"1",,,,"2","V6Z 2P8",,,"BC",,,,
"R2286098","Residential Detached","S","151/153 W 18TH AVENUE","Cambie","1924","House/Single Family","94","Vancouver West","Vancouver","2/27/2019","Bryan Velve","2","$8,273.51","7/4/2018","010-505-016",,,"11/28/2018","$2,000,000","$765.99","1.00","3","5","RS-7","$1,998,000","147","2,611","$765.99","0.78","House/Single Family","2",,"604-880-6117","3.255% ON THE 1ST $100,000; 1.1625% ON THE BALANCE",,"137.5","1","33.00",,,"2","V5Y 2A6",,,"BC",,,,
"R2315332","Residential Detached","S","1731 HAMPTON DRIVE","Westwood Plateau","1996","House/Single Family","22","Coquitlam","Coquitlam","4/15/2019","Teresa","4","$8,754.01","10/15/2018","019-020-503",,,"11/30/2018","$2,000,000","$290.15","0.91","5","5","RES","$2,200,000","46","6,893","$290.15","1.01","House/Single Family","0",,"778-772-5983","3.255% ON FIRST 100K + 1.1625% ON THE BALANCE + $10,000 BONUS.","HAMPTON ESTATES","150","3","100.00",,,"6","V3E 3C9",,,"BC",,,,
"R2304889","Residential Detached","S","7215 DUMFRIES STREET","Fraserview VE","2011","House/Single Family","7","Vancouver East","Vancouver","12/10/2018","Harry Wang","5","$6,379.03","9/10/2018","006-618-693",,,"11/27/2018","$2,000,000","$614.25","1.00","6","7","RS-1","$1,999,900","78","3,256","$614.25","1.00","House/Single Family","3",,"778-968-0666","3.25% ON FIRST $100,000 & 1.16% ON THE BALANCE",,"139.22","2","33.00",,,"4","V5P 3C3",,,"BC",,,,
"R2315255","Residential Detached","S","4859 PRINCE EDWARD STREET","Main","1955","House/Single Family","63","Vancouver East","Vancouver","3/15/2019","Mary","2","$6,226.70","10/15/2018","009-888-748",,,"12/7/2018","$2,010,000","$786.38","1.01","3","3","RS-1","$1,988,000","53","2,556","$786.38","1.01","House/Single Family","1",,"604-880-0148","3.255% ON THE FIRST $100,000 AND 1.1625% ON THE BALANCE",,"183.3","0","36.00",,,"3","V5V 3Z1",,"Estate Sales","BC",,,,
"R2314270","Residential Detached","S","14185 33 AVENUE","Elgin Chantrell","2004","House/Single Family","14","South Surrey White Rock","Surrey","6/30/2019","Philip","4","$7,705.65","10/11/2018","025-779-273",,,"12/11/2018","$2,030,000","$456.18","0.96","5","4","CD","$2,120,000","61","4,450","$456.18","0.96","House/Single Family","1",,"778-668-4668","S-3.22% 1ST 100K/1.15% BAL+$10,000 BONUS","Elgin Estates","145","3","72.00",,,"7","V4P 3M1",,,"BC",,,,
"R2308625","Residential Attached","S","2303 188 E ESPLANADE","Lower Lonsdale","2008","Apartment/Condo","10","North Vancouver","North Vancouver","3/20/2019","Aaron, Jordan, Matt","3","$6,172.79","9/20/2018","027-413-951",,"$723.25","11/26/2018","$2,035,000","$1,128.05","0.93","3","3","CD-393","$2,179,000","67","1,804","$1,128.05","0.89","Apartment/Condo","1",,"604-983-2518","3.22% ON THE FIRST $100,000/1.15% ON THE BALANCE","Esplanade at the Pier",,"1",,,,"2","V7L 4Y1",,,"BC",,,,
"R2319371","Residential Detached","S","47-49 W 14TH AVENUE","Mount Pleasant VW","1907","House/Single Family","111","Vancouver West","Vancouver","1/30/2019","TOUCHBASE","3","$7,800.65","10/29/2018","015-526-933",,,"11/27/2018","$2,075,000","$719.24","0.94","3","5","RT-6","$2,198,000","29","2,885","$719.24","0.94","House/Single Family","2",,"604-737-8865","3.255% ON THE 1ST $100,000 AND 1.1625% ON THE REMAINING BALANCE",,"132","1","24.75",,,,"V5Y 1W7",,,"BC",,,,
"R2314033","Residential Detached","S","1220 OTTABURN ROAD","British Properties","1957","House/Single Family","61","West Vancouver","West Vancouver","12/31/2018","JERRY","4","$4,695.58","10/9/2018","009-854-860",,,"12/7/2018","$2,100,000","$689.43","0.88","4","5","SFD","$2,388,000","59","3,046","$689.43","0.88","House/Single Family","2",,"604-679-2222","3.255% 0N FIRST $100,000 & 1.1625% ON BALANCE",,"165","2","80.00",,,"4","V7S 2J8",,,"BC",,,,
"R2321177","Residential Detached","S","5926 LARCH STREET","Kerrisdale","1957","House/Single Family","61","Vancouver West","Vancouver","2/6/2019","PLEASE TEXT MARK","2","$7,640.48","11/6/2018","013-179-454",,,"11/28/2018","$2,100,000","$1,024.39","0.92","2","6","RS5","$2,288,000","22","2,050","$1,024.39","0.92","House/Single Family","1",,"604-618-9270","3.22%-1ST $100K/1.15% BAL","KERRISDALE","126.6","1","33.00",,,,"V6M 4E4",,"INVESTMENT PROPERTY","BC",,,,
"R2286119","Residential Detached","S","317/319 W 18TH AVENUE","Cambie","1911","House/Single Family","107","Vancouver West","Vancouver","2/27/2019","Bryan Velve","2","$8,600.79","7/4/2018","008-336-130",,,"11/27/2018","$2,121,000","$798.87","1.04","2","3","RS-7","$2,048,000","146","2,655","$798.87","0.81","House/Single Family","2",,"604-880-6117","3.255% ON THE 1ST $100,000; 1.1625% ON THE BALANCE",,"137.5","1","33.00",,,"2","V5Y 2A8",,,"BC",,,,
"R2314729","Residential Detached","S","8450 15TH AVENUE","East Burnaby","2017","House/Single Family","1","Burnaby East","Burnaby","12/31/2018","Omid Khosravi","6","$7,624.70","10/11/2018","003-387-313",,,"11/28/2018","$2,155,000","$543.64","0.90","7","7","R5","$2,399,000","45","3,964","$543.64","0.90","House/Single Family","4",,"604-773-7207"," 3.2% ON THE 1ST $100,000 + 1.15% ON THE BALANCE.",,"105","1","63.00",,,,"V3N 1Y2",,"Owner Never Lived in Property","BC",,,,
"R2305262","Residential Attached","S","968 DUCHESS AVENUE","Sentinel Hill","2015","1/2 Duplex","3","West Vancouver","West Vancouver","3/10/2019","TEXT ONLY - TEAM BEHROYAN","4","$6,368.43","9/10/2018","029-516-510",,"$0.00","12/10/2018","$2,169,000","$698.55","0.79","5","3","RD1","$2,748,000","91","3,105","$698.55","0.79","1/2 Duplex","1",,"604-418-5650","3.22% ON 1ST 100K AND 1.15% ON THE BALANCE.",,"219","1","193.00",,,"7","V7T 1G9",,,"BC",,,,
"R2305272","Residential Attached","S","970 DUCHESS AVENUE","Sentinel Hill","2015","1/2 Duplex","3","West Vancouver","West Vancouver","3/10/2019","TEXT ONLY - TEAM BEHROYAN","4","$6,979.49","9/10/2018","029-516-501",,"$0.00","12/10/2018","$2,169,000","$614.62","0.72","5","4","RD1","$2,998,000","91","3,529","$614.62","0.72","1/2 Duplex","1",,"604-418-5650","3.22% ON 1ST 100K AND 1.15% ON THE BALANCE.",,"219","1","193.00",,,"7","V7T 1G9",,,"BC",,,,
"R2309962","Residential Detached","S","2538 236 STREET","Campbell Valley","1974","House with Acreage","44","Langley","Langley","3/25/2019","Ryan Leffers","1","$5,841.71","9/25/2018","005-930-545",,,"12/10/2018","$2,170,000","$1,711.36","0.94","1","2","RU-3","$2,300,000","76","1,268","$1,711.36","0.94","House with Acreage","1",,"778-360-2121","3.22% ON THE 1ST 100K / 1.15% ON THE REMAINING",,"397.4","1","666.33",,,"4","V2Z 3A2",,"Sellers never lived there","BC",,,,
"R2303869","Residential Detached","S","4530 W 11TH AVENUE","Point Grey","1928","House/Single Family","90","Vancouver West","Vancouver","12/31/2018","Judith","3","$8,988.19","9/7/2018","013-255-070",,,"11/28/2018","$2,180,000","$915.20","0.91","3","5","RS-1","$2,388,000","82","2,382","$915.20","0.91","House/Single Family","2",,"604-351-4116","3.255% ON THE FIRST $100,000 AND 1.1625% ON THE BALANCE",,"33 x 122","2","33.00",,,"2","V6R 2M4",,,"BC",,,,
"R2323933","Residential Detached","S","2455 PANDORA STREET","Hastings East","2014","House/Single Family","4","Vancouver East","Vancouver","6/30/2019","CALL or TEXT DANNY NIKAS","5","$5,161.58","11/20/2018","004-954-173",,,"11/26/2018","$2,188,000","$634.75","1.00","6","8","RS-1","$2,188,000","6","3,447","$634.75","1.00","House/Single Family","3",,"604-724-0450","3.255% ON 1ST $100K/1.1625% ON BAL","HASTINGS EAST","122","1","33.00",,,"1","V5K 1V5",,,"BC",,,,
"R2303007","Residential Detached","S","3726 SPRINGFIELD DRIVE","Steveston North","2017","House/Single Family","1","Richmond","Richmond","3/31/2019","Tina Li (No Touchbase)","6","$5,390.73","9/5/2018","005-374-219",,,"12/6/2018","$2,200,000","$659.08","0.88","6","5","RS1/E","$2,488,000","92","3,338","$659.08","0.88","House/Single Family","2",,"778-886-1138","3.255% ON 1ST 100K, 1.1625% ON BAL",,"117","1","60.00",,,"5","V7E 1Z4",,,"BC",,,,
"R2326841","Residential Detached","S","245 W WINDSOR ROAD","Upper Lonsdale","2018","House/Single Family","0","North Vancouver","North Vancouver","3/3/2019","Call or Text Daniella","5","$9,048.36","12/5/2018","015-038-726",,,"12/11/2018","$2,200,000","$523.93","0.94","6","6","RSNQ","$2,348,000","6","4,199","$523.93","0.94","House/Single Family","3",,"604-813-9799","3.22% OF THE 1ST $100,000 AND 1.15% OF THE BALANCE PLUS $10,000",,"132","1","50.00",,,"4","V7N 2N2",,"Yes but no disclosures made","BC",,,,
"R2281533","Residential Detached","S","8343 184 STREET","Port Kells","9999","House with Acreage","999","North Surrey","Surrey","12/25/2018","TOUCHBASE OR TEXT","1","$822.04","6/13/2018","024-593-575",,,"12/2/2018","$2,200,000","$1,047.62","0.88","1","2","A_1","$2,495,000","172","2,100","$1,047.62","0.82","House with Acreage","1",,"604-725-8403","S-3.22% 1ST 100K/1.15% BAL",,"(9.5AC)","0","660.00",,,,"V4N 3G3",,"Provided Upon Acceptance","BC",,,,
"R2309317","Residential Detached","S","1033 GOAT RIDGE DRIVE","Britannia Beach","2017","House/Single Family","1","Squamish","Britannia Beach","3/24/2019","TEXT ONLY - TEAM BEHROYAN","5","$9,012.43","9/24/2018","026-466-601",,,"11/26/2018","$2,200,000","$425.04","0.85","6","4","VR2","$2,598,000","63","5,176","$425.04","0.85","House/Single Family","1",,"604-418-5650","3.22% ON 1ST 100K AND 1.15% ON THE BALANCE.","Britannia Beach",,"4","115.00",,,"6","V0N 1J0",,,"BC",,,,
"R2312592","Residential Detached","S","5225 1A AVENUE","Pebble Hill","2018","House/Single Family","0","Tsawwassen","Delta","3/3/2019","EUGENE OR TB","4","$5,115.57","10/4/2018","002-477-017",,,"11/29/2018","$2,220,000","$563.17","0.93","5","5","RS1","$2,388,000","56","3,942","$563.17","0.86","House/Single Family","2",,"604-219-3177","3.255% ON 1ST $100,000.00 + 1.16255% ON BALANCE",,"144 IRREG","1","66.00",,,"4","V4M 1C3",,,"BC",,,,
"R2312972","Residential Attached","S","11 5879 GRAY AVENUE","University VW","2009","Townhouse","9","Vancouver West","Vancouver","2/5/2019","Riya NO Touchbase","3","$3,649.00","10/5/2018","027-850-153",,"$456.37","11/27/2018","$2,270,000","$947.41","0.88","4","4","MF","$2,588,000","53","2,396","$947.41","0.88","Townhouse","0",,"604-700-9520","3.255% ON FIRST $100,000 AND 1.1625% ON BALANCE.",,,"0",,,,"2","V6S 0A9",,,"BC",,,,
