"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"R2323869","Residential Detached","S","22836 NELSON COURT","Silver Valley","2016","House/Single Family","2","Maple Ridge","Maple Ridge","5/31/2019","SHYROSE","2","$5,494.95","11/19/2018","029-625-963",,,"12/11/2018","$1,060,000","$302.68","0.94","3","3","SGF","$1,128,888","22","3,502","$302.68","0.94","House/Single Family","1",,"604-700-4786","3.2% ON 1ST $100,000/1.15% ON BAL","NELSON PARK","0","1","0.00",,,"4","V3R 0G1",,,"BC",,,,
"R2324979","Residential Attached","S","1002 7368 GOLLNER AVENUE","Brighouse","2015","Apartment/Condo","3","Richmond","Richmond","6/30/2019","Grace","2","$2,687.37","11/26/2018","029-609-763","18","$367.03","12/17/2018","$1,060,000","$1,090.53","0.98","2","2","ZHR11","$1,080,000","21","972","$1,090.53","0.98","Apartment/Condo","1",,"604-765-6816","3.255% ON THE FIRST $100K AND 1.1625% ON BALANCE",,,"0",,,,"1","V6Y 0H9",,,"BC",,,,
"R2325196","Residential Detached","S","1435 HAMILTON STREET","West End NW","1979","House/Single Family","39","New Westminster","New Westminster","4/23/2019","Scott","3","$4,621.47","11/26/2018","011-079-541",,,"12/11/2018","$1,065,000","$381.45","0.97","3","6","NR-1","$1,100,000","15","2,792","$381.45","0.97","House/Single Family","1",,"604-970-2500","3.1% OF THE FIRST $100,000 AND 1.1% OF THE BALANCE",,"148.5","2","34.50",,,"4","V3M 2N5",,,"BC",,,,
"R2327532","Residential Detached","S","8151 13TH AVENUE","East Burnaby","1924","House/Single Family","94","Burnaby East","Burnaby","7/31/2019","TOUCHBASE ONLY","1","$4,860.50","12/9/2018","002-688-239",,,"12/12/2018","$1,075,000","$671.88","0.94","1","2","R5","$1,148,800","3","1,600","$671.88","0.94","House/Single Family","1",,"000-000-0000","3.22% ON THE 1ST $100,000 / 1.15% ON THE BALANCE W/PHYSICAL INTRODUCTION OTHERWISE $100",,"146","0","50.00",,,,"V3N 2G3",,,"BC",,,,
"R2328184","Residential Attached","S","1304 1133 HOMER STREET","Yaletown","2008","Apartment/Condo","10","Vancouver West","Vancouver","6/30/2019","Please Use Touchbase","2","$2,369.52","12/17/2018","027-603-075",,"$386.49","12/23/2018","$1,075,000","$1,136.36","0.98","2","2","DD","$1,099,000","6","946","$1,136.36","0.98","Apartment/Condo","1",,"604-760-0207","3.22% ON THE FIRST $100,000 AND 1.15% ON THE REMAINDER OF THE BALANCE","H&H",,"0",,,,"1","V6B 0B1",,"Sellers have not lived in for years","BC",,,,
"R2314811","Residential Detached","S","14558 58A AVENUE","Sullivan Station","2004","House/Single Family","14","Surrey","Surrey","4/1/2019","Colin","3","$3,902.00","10/13/2018","025-698-176",,,"12/15/2018","$1,075,000","$321.95","0.98","4","4","SF","$1,099,900","63","3,339","$321.95","0.92","House/Single Family","1",,"604-583-2000","3.22% ON THE 1ST $100,000 AND 1.15% ON THE BALANCE","Panorama Hills",,"1","0.00",,,"4","V3S 0Y7",,,"BC",,,,
"R2318143","Residential Detached","S","7655 GARRETT DRIVE","Nordel","1979","House/Single Family","40","N. Delta","Delta","1/31/2019","Caroline Fosolan","3","$4,300.92","10/23/2018","004-957-997",,,"12/17/2018","$1,080,000","$279.58","0.92","3","5","SF","$1,168,800","55","3,863","$279.58","0.90","House/Single Family","1",,"604-644-8691","3.22% ON 1ST 100,000.00 / 1.15% ON BALANCE","Royal York","66.03","3","100.00",,,"4","V4C 7P3",,,"BC",,,,
"R2278987","Residential Detached","S","2841 E 14TH AVENUE","Renfrew Heights","1947","House/Single Family","71","Vancouver East","Vancouver","12/31/2018","Tina Gonzalez","1","$4,252.27","6/12/2018","006-844-634",,,"12/18/2018","$1,080,000","$1,421.05","0.95","1","2","RS-1","$1,138,000","189","760","$1,421.05","0.84","House/Single Family","1",,"778-837-1144","3.225% ON THE FIRST $100,000 & 1.1625% ON THE REMAINDER","RENFREW HEIGHTS","122","0","33.00",,,"1","V5M 2H8",,,"BC",,,,
"R2306131","Residential Attached","S","8 12333 ENGLISH AVENUE","Steveston South","2004","Townhouse","14","Richmond","Richmond","12/30/2018","Call or text Lynda","3","$3,526.82","9/13/2018","025-883-739","3","$490.71","12/12/2018","$1,080,000","$587.28","0.90","4","4","ZT41","$1,198,000","90","1,839","$587.28","0.85","Townhouse","1",,"604-250-8676","3.255% ON THE 1ST $100,000 AND 1.1625% ON THE BALANCE","IMPERIAL LANDING",,"1",,,,"2","V7E 6T2",,"September 13, 2018","BC",,,,
"R2244145","Residential Detached","S","5984 COWRIE STREET","Sechelt District","2018","House/Single Family","1","Sunshine Coast","Sechelt","4/30/2019","LEN ROBINSON","3","$1,815.20","3/2/2018","027-334-082",,,"12/14/2018","$1,090,000","$384.21","0.97","3","3","R-1","$1,129,000","287","2,837","$384.21","0.92","House/Single Family","1",,"604-989-8348","3.255% ON THE 1ST $100K AND 1.1625% ON THE BALANCE",,,"1","84.00",,,"5","V0N 3A7",,"NEW BUILD","BC",,,,
"R2328394","Residential Attached","S","104 3416 QUEENSTON AVENUE","Burke Mountain","2019","Row House (Non-Strata)","0","Coquitlam","Coquitlam","10/31/2019","Seema Sood","3","$0.00","12/17/2018","030-622-387",,,"12/24/2018","$1,095,000","$507.18","1.00","4","4","RTM-1","$1,099,000","7","2,159","$507.18","1.00","Row House (Non-Strata)","1",,"604-782-7868","3.25% ON 1ST $100,000 AND 1.1625% ON BAL.",,,"1","0.00",,,"3","V3E 3H1",,,"BC",,,,
"R2328604","Residential Attached","S","103 3416 QUEENSTON AVENUE","Burke Mountain","2019","Row House (Non-Strata)","0","Coquitlam","Coquitlam","10/31/2019","Seema Sood","3","$0.00","12/17/2018","030-622-379",,"$0.00","12/18/2018","$1,095,000","$510.01","1.00","4","4","RTM-1","$1,099,000","1","2,147","$510.01","1.00","Row House (Non-Strata)","1",,"604-782-7868","3.25% ON 1ST $100,000 AND 1.1625% ON BAL.",,,"1","0.00",,,"3","V3E 3H1",,,"BC",,,,
"R2324051","Residential Detached","S","11054 BRIDLINGTON DRIVE","Nordel","1980","House/Single Family","39","N. Delta","Delta","5/31/2019","Sally","3","$3,728.90","11/19/2018","005-695-660",,,"12/22/2018","$1,100,000","$336.39","0.98","4","6","RS1","$1,125,000","33","3,270","$336.39","0.96","House/Single Family","2",,"604-218-2754","3.22% ON THE 1ST $100,000 AND 1.15% ON THE BALANCE.","Royal York","52x101","2","24.71",,,"5","V4C 7W7",,,"BC",,,,
"R2318598","Residential Detached","S","6151 NO. 7 ROAD","East Richmond","1964","House with Acreage","54","Richmond","Richmond","4/30/2019","SIMON LEUNG","2","$3,869.12","10/24/2018","003-971-058",,,"12/19/2018","$1,100,000","$364.48","0.87","3","4","AG1","$1,258,000","56","3,018","$364.48","0.87","House with Acreage","2",,"604-961-8663","3.255% ON 1ST $100,000/1.1625% ON BAL",,"256","2","132.00",,,"4","V6W 1E8",,,"BC",,,,
"R2327103","Residential Attached","S","209 4101 YEW STREET","Quilchena","1974","Apartment/Condo","44","Vancouver West","Vancouver","12/5/2019","MELISSA","2","$2,098.02","12/5/2018","003-728-692",,"$499.40","12/17/2018","$1,100,000","$828.31","0.96","2","2","CD1","$1,150,000","12","1,328","$828.31","0.96","Apartment/Condo","1",,"604-721-8981","3%-1ST $100K/1.1% BAL",,,"0",,,,"2","V6L 3B7",,,"BC",,,,
"R2326065","Residential Attached","S","6 2485 CORNWALL AVENUE","Kitsilano","1983","Townhouse","35","Vancouver West","Vancouver","5/31/2019","Kelsey","2","$3,144.57","12/1/2018","006-398-197",,"$552.13","12/12/2018","$1,134,000","$842.50","0.93","2","3","RM-4","$1,225,000","11","1,346","$842.50","0.93","Townhouse","1",,"604-614-8390","3.22% ON THE 1ST $100,000 AND 1.15% ON THE BALANCE",,,"1",,,,"2","V6K 1B9",,,"BC",,,,
"R2321792","Residential Attached","S","8 307 E 15TH STREET","Central Lonsdale","2008","Townhouse","10","North Vancouver","North Vancouver","1/14/2019","Devon","2","$3,273.49","11/8/2018","027-351-475","3","$526.68","12/11/2018","$1,135,000","$632.66","0.95","3","3","MFD","$1,199,000","33","1,794","$632.66","0.95","Townhouse","1",,"604-319-4718","1.3%","Avondale",,"0",,,,"2","V7L 2R6",,,"BC",,,,
"R2315278","Residential Detached","S","2479 FRISKIE AVENUE","Woodland Acres PQ","1993","House/Single Family","25","Port Coquitlam","Port Coquitlam","4/15/2019","TOUCHBASE","3","$4,899.17","10/15/2018","018-158-501",,,"12/15/2018","$1,140,000","$415.60","0.96","3","5","RS-4","$1,184,900","61","2,743","$415.60","0.95","House/Single Family","2",,"000-000-0000","3.255% ON THE FIRST $100,000 PLUS 1.1625% ON THE REMAINING BALANCE",,"82","1","58.50",,,"4","V3B 7P9",,,"BC",,,,
"R2329297","Residential Detached","S","7010 BELCARRA DRIVE","Westridge BN","1950","House/Single Family","69","Burnaby North","Burnaby","7/30/2019","TEXT NOEL","2","$5,446.29","1/3/2019","005-548-390",,,"1/4/2019","$1,140,000","$537.74","0.97","2","3","R11","$1,180,000","1","2,120","$537.74","0.97","House/Single Family","1",,"604-788-6868","3.255% 1ST $100,000 & 1.1625% ON BALANCE",,"120","2","60.00",,,"4","V5A 1A7",,,"BC",,,,
"R2310728","Residential Detached","S","9096 CHURCH STREET","Fort Langley","1922","House/Single Family","96","Langley","Langley","4/30/2019","Andy or Nina","3","$4,474.00","9/26/2018","011-906-243",,,"12/15/2018","$1,140,000","$303.11","0.91","3","9","RE-1","$1,249,500","80","3,761","$303.11","0.88","House/Single Family","1",,"778-835-8957","3.22% ON THE 1ST $100,000 AND 1.15% ON THE BALANCE","Fort Langley","132.0","0","66.00",,,"4","V1M 2R7",,,"BC",,,,
"R2316951","Residential Detached","S","6767 KNIGHT STREET","South Vancouver","1968","House/Single Family","51","Vancouver East","Vancouver","1/31/2019","Brenna","2","$4,240.44","10/19/2018","008-803-498",,,"12/12/2018","$1,140,000","$434.78","0.95","2","5","RS-1","$1,199,900","54","2,622","$434.78","0.95","House/Single Family","2",,"604-790-9395","3.255% OF 1ST $100K AND 1.1625% OF BALANCE",,"115.14","2","33.00",,,"1","V5P 2W4",,,"BC",,,,
"R2285303","Residential Detached","S","2123 SEVENTH AVENUE","Connaught Heights","2012","House/Single Family","7","New Westminster","New Westminster","12/24/2018","DERRICK THORNHILL","3","$4,489.93","7/3/2018","010-745-017",,,"12/12/2018","$1,150,000","$538.89","0.92","4","4","NR-2","$1,248,000","162","2,134","$538.89","0.89","House/Single Family","2",,"604-525-1005","3.255% ON THE FIRST $100,000.00 + 1.1625% ON THE BALANCE","Connaught Heights","74.34","1","49.96",,,,"V3M 2L7",,,"BC",,,,
"R2322386","Residential Detached","S","9243 203 STREET","Walnut Grove","1992","House/Single Family","26","Langley","Langley","3/1/2019","BAYLEE WRIGHT","2","$5,829.98","11/13/2018","017-931-649",,,"12/11/2018","$1,157,500","$454.81","0.96","3","4","RES","$1,200,000","28","2,545","$454.81","0.89","House/Single Family","1",,"236-991-2204","3.22% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE + $10,000 BONUS","FOREST GLEN","85","3","147.00",,,"10","V1M 2M7",,,"BC",,,,
"R2293486","Residential Detached","S","10126 CAMBIE ROAD","West Cambie","2005","House/Single Family","13","Richmond","Richmond","1/31/2019","LINA","3","$3,575.56","7/30/2018","025-934-198",,,"12/13/2018","$1,159,000","$507.22","0.91","4","4","ZS1","$1,280,000","126","2,285","$507.22","0.88","House/Single Family","1",,"778-668-6086","3.255% ON 1ST $100,000/1.1625% ON BAL","CRESTWOOD MEWS",,"2","31.60",,,"4","V6X 1K5",,,"BC",,,,
"R2290389","Residential Detached","S","18210 CLAYTONWOOD CRESCENT","Cloverdale BC","1995","House/Single Family","23","Cloverdale","Surrey","2/15/2019","Touchbase L/S Please","3","$3,883.86","7/18/2018","018-589-901",,,"12/17/2018","$1,160,000","$329.73","0.98","4","4","RF","$1,188,000","152","3,518","$329.73","0.95","House/Single Family","2",,"604-341-7455","4% ON THE FIRST $100,000 PLUS 1.25% ON THE BALANCE","Clayton Woods","126.11","2","57.25",,,"6","V3S 8T4",,,"BC",,,,
"R2318083","Residential Detached","S","6198 164 STREET","Cloverdale BC","2004","House/Single Family","15","Cloverdale","Surrey","4/30/2019","Shane Dent","6","$4,772.36","10/24/2018","025-686-089",,,"12/23/2018","$1,162,500","$298.84","0.97","7","8","RES","$1,198,800","60","3,890","$298.84","0.91","House/Single Family","2",,"604-999-9752","S-3.22% 1ST 100K/1.15% BAL",,"109.08","2","55.21",,,"6","V3S 3V8",,,"BC",,,,
"R2315589","Residential Detached","S","1178 E 28TH AVENUE","Knight","1946","House/Single Family","73","Vancouver East","Vancouver","9/8/2019","Scott","2","$4,842.00","10/15/2018","014-559-145",,,"12/17/2018","$1,162,500","$697.78","0.97","2","4","RS-1","$1,200,000","63","1,666","$697.78","0.93","House/Single Family","2",,"604-970-2500","3.255% OF THE FIRST $100,000 AND 1.1625% OF THE BALANCE.",,"110","0","33.00",,,"2","V5V 2P7",,,"BC",,,,
"R2319640","Residential Detached","S","12406 DAVENPORT DRIVE","Northwest Maple Ridge","2018","House/Single Family","1","Maple Ridge","Maple Ridge","10/29/2019","SACHAN MANDAIR","3","$2,642.94","10/29/2018","029-903-912",,,"12/12/2018","$1,165,000","$394.92","0.97","4","4","RS1-B","$1,199,900","44","2,950","$394.92","0.97","House/Single Family","1",,"778-551-3420","2.5% 1ST $100,000/1.15% BAL",,"120","1","50.00",,,,"V2X 6A7",,,"BC",,,,
"R2325899","Residential Attached","S","408 2225 HOLDOM AVENUE","Central BN","2007","Townhouse","11","Burnaby North","Burnaby","3/31/2019","Naz (Prefer Text)","2","$3,264.22","11/27/2018","027-307-409",,"$598.90","12/18/2018","$1,170,000","$630.73","1.00","3","3","RES","$1,175,000","21","1,855","$630.73","1.00","Townhouse","1",,"778-957-5707","3.22% ON THE FIRST $100K + 1.15% ON THE BALANCE. $10,000 COMMISSION BONUS TO SELLING AGENT IF SOLD IN THE MONTH OF DECEMBER. (CHRISTMASBONUS)","LEGACY",,"1",,,,"2","V5B 0A1",,"Crossed out - tenanted","BC",,,,
"R2327509","Residential Detached","S","616 PORTER STREET","Central Coquitlam","1964","House/Single Family","54","Coquitlam","Coquitlam","4/10/2019","TEAM OFFICE","2","$4,846.42","12/10/2018","008-804-826",,,"12/11/2018","$1,180,000","$527.96","0.98","2","4","RS-1","$1,200,000","1","2,235","$527.96","0.98","House/Single Family","1",,"604-936-7653","3.255% ON THE FIRST $100,000.00 AND 1.1625% ON THE BALANCE",,"140","2","70.63",,,"4","V3J 5A7",,,"BC",,,,
"R2327819","Residential Detached","S","24996 54 AVENUE","Salmon River","1977","House with Acreage","41","Langley","Langley","6/12/2019","Nicole/ Touchbase","1","$5,177.13","12/12/2018","003-811-263",,,"12/18/2018","$1,182,500","$754.15","0.95","2","3","SR-1","$1,240,000","6","1,568","$754.15","0.95","House with Acreage","1",,"604-855-0800","3.22% ON THE 1ST 100K/ 1.15% ON THE BALANCE",,"330","1","143.90",,,"6","V4W 1T3",,"Seller never lived in the home.","BC",,,,
"R2320289","Residential Detached","S","631 SPERLING AVENUE","Sperling-Duthie","1958","House/Single Family","60","Burnaby North","Burnaby","3/1/2019","VINCE D'OVIDIO","2","$4,708.88","11/1/2018","003-361-314",,,"12/15/2018","$1,185,000","$561.08","0.95","2","4","R5","$1,249,900","44","2,112","$561.08","0.95","House/Single Family","1",,"604-435-9477","3.25% ON THE FIRST $100,000 AND 1.16% ON THE BALANCE",,"98","1","60.00",,,,"V5B 4H6",,,"BC",,,,
"R2323900","Residential Attached","S","304 1477 W PENDER STREET","Coal Harbour","2011","Apartment/Condo","7","Vancouver West","Vancouver","2/28/2019","KIARASH KALHOR","1","$2,011.63","11/18/2018","028-572-491","5","$562.33","12/11/2018","$1,189,000","$1,457.11","0.99","1","1","CD-1","$1,199,000","23","816","$1,457.11","0.99","Apartment/Condo","1",,"604-880-1265","3.2% FIRST 100K/1.15% BAL","WEST PENDER PLACE",,"0",,,,"1","V6G 2S3",,,"BC",,,,
"R2311985","Residential Detached","S","1726 MCSPADDEN AVENUE","Grandview VE","1908","House/Single Family","110","Vancouver East","Vancouver","3/31/2019","Irene","2","$4,831.72","9/30/2018","010-483-632",,,"12/13/2018","$1,196,500","$668.44","0.92","2","4","RT5","$1,298,000","74","1,790","$668.44","0.89","House/Single Family","2",,"604-805-8803","3.2% ON THE FIRST $100,000 AND 1.16% ON THE BALANCE",,"100","0","25.00",,,,"V5N 1L4",,,"BC",,,,
"R2319167","Residential Detached","S","2771 FRANKLIN STREET","Hastings East","1930","House/Single Family","89","Vancouver East","Vancouver","3/31/2019","KARIN DAVIDSON","2","$4,967.91","10/29/2018","012-234-117",,,"1/3/2019","$1,200,000","$465.84","0.84","2","4","RS-1","$1,425,000","66","2,576","$465.84","0.81","House/Single Family","2",,"604-999-1731","3.03%-1ST $100K/1% BAL","HASTINGS SUNRISE","122","1","33.00",,,"2","V5K 1X7",,,"BC",,,,
"R2308668","Residential Detached","S","26635 DEWDNEY TRUNK ROAD","Northeast","1969","House with Acreage","49","Maple Ridge","Maple Ridge","12/31/2018","RAJINDER DHALIWAL","3","$5,872.51","9/19/2018","004-588-380",,,"12/13/2018","$1,200,000","$460.65","0.96","3","5","RS-3","$1,250,000","85","2,605","$460.65","0.96","House with Acreage","2",,"604-783-1313","3.25% ON THE FIRST $100,000 PLUS 1.15% ON BALANCE. ($1000 IF REALTOR NOT PRESENT AT 1ST AND ALL SUBSEQUENT SHOWINGS)",,"1295.0","0","328.00",,,"13","V2W 1N9",,,"BC",,,,
"R2324003","Residential Detached","S","19725 70 AVENUE","Willoughby Heights","2006","House/Single Family","13","Langley","Langley","5/19/2019","Arthur","3","$5,541.54","11/19/2018","026-951-274",,,"12/28/2018","$1,210,000","$348.90","0.99","4","5","R-1A","$1,220,000","39","3,468","$348.90","0.99","House/Single Family","1",,"604-767-2335","S-3.22% 1ST 100K/1.15% BAL","Routley","141","2","50.00",,,"7","V2Y 3E8",,,"BC",,,,
"R2321947","Residential Attached","S","1312 E 10TH AVENUE","Grandview VE","2014","1/2 Duplex","5","Vancouver East","Vancouver","5/31/2019","MARK","3","$3,573.56","11/9/2018","029-276-314","3","$0.00","1/5/2019","$1,220,000","$817.15","0.94","4","4","RT5N","$1,299,900","57","1,493","$817.15","0.90","1/2 Duplex","1",,"604-329-4455","3.255% ON 1ST $100,000/1.1625% ON BAL","Commercial Drive",,"0",,,,"1","V5N 1X3",,,"BC",,,,
"R2309224","Residential Detached","S","9515 GEAL ROAD","Boyd Park","1985","House/Single Family","33","Richmond","Richmond","9/23/2019","TOUCHBASE","2","$4,343.07","9/23/2018","001-740-644",,,"12/17/2018","$1,230,000","$751.83","0.95","2","3","RS 1/C","$1,298,000","85","1,636","$751.83","0.79","House/Single Family","1",,"604-671-0506","3.255% ON 1ST $100,000 & 1.1625% ON BALANCE","BOYD PARK","122","2","46.00",,,"4","V7E 1R4",,,"BC",,,,
"R2310906","Residential Detached","S","201 E SEVENTH AVENUE","The Heights NW","1977","House/Single Family","42","New Westminster","New Westminster","3/30/2019","Maggie Zhu 778-668-7078","3","$6,045.65","9/28/2018","002-363-488",,,"12/14/2018","$1,247,000","$412.10","0.89","3","5","RS-1","$1,399,000","77","3,026","$412.10","0.89","House/Single Family","2",,"778-668-7078","3.22% 1ST $100K / 1.15% ON BAL",,"51.3","2","136.98",,,"3","V3L 4H5",,,"BC",,,,
"R2292889","Residential Detached","S","9369 TRUMAN ROAD","Halfmn Bay Secret Cv Redroofs","1972","House/Single Family","47","Sunshine Coast","Halfmoon Bay","7/25/2019","RACHEL","2","$3,014.18","7/25/2018","008-011-117",,,"12/22/2018","$1,250,000","$714.29","0.93","2","4","R1","$1,350,000","150","1,750","$714.29","0.83","House/Single Family","1",,"604-506-3141","3.255% ON THE 1ST $100,000 & 1.1625% ON THE BALANCE",,"225","1","75.00",,,"4","V0N 1Y2",,,"BC",,,,
"R2326222","Residential Attached","S","8 2014 LONDON LANE","Whistler Creek","1986","Townhouse","32","Whistler","Whistler","12/25/2019","Alicia Moore","2","$3,827.13","11/30/2018","005-992-761","3","$291.16","12/13/2018","$1,250,000","$1,288.66","0.96","2","2","RTA16","$1,299,000","13","970","$1,288.66","0.96","Townhouse","1",,"778-834-9410","3% ON THE 1ST $100,000 AND 1.50% ON THE BALANCE OF THE SALE PRICE OF THE PROPERTY.","London Lane / Whistler Creekside",,"1",,,,"2","V0N 1B2",,"Strata Title Properties","BC",,,,
"R2325830","Residential Detached","S","2920 YALE STREET","Hastings East","1942","House/Single Family","77","Vancouver East","Vancouver","2/28/2019","LUIS SILVA","1","$4,864.93","11/28/2018","010-793-674",,,"12/14/2018","$1,250,000","$862.66","0.96","2","3","RS-1","$1,298,000","16","1,449","$862.66","0.96","House/Single Family","1",,"604-649-2654","3.2% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE",,"119.3","1","38.00",,,"4","V5K 4W1",,,"BC",,,,
"R2315718","Residential Detached","S","5945 153 STREET","Sullivan Station","1995","House/Single Family","24","Surrey","Surrey","4/1/2019","Colin","2","$5,363.00","10/16/2018","018-631-789",,,"1/2/2019","$1,250,000","$410.91","0.94","3","4","SF","$1,329,900","78","3,042","$410.91","0.90","House/Single Family","1",,"604-583-2000","3.22% ON THE 1ST $100,000 AND 1.15% ON THE BALANCE","Sullivan Station",,"3","89.11",,,"7","V3S 8N9",,,"BC",,,,
"R2321145","Residential Detached","S","16662 84 AVENUE","Fleetwood Tynehead","2018","House/Single Family","0","Surrey","Surrey","2/28/2019","BRIAN JOHNSON","4","$2,383.95","11/6/2018","030-023-611",,,"12/12/2018","$1,276,190","$369.16","0.98","5","6","SF","$1,299,000","36","3,457","$369.16","0.98","House/Single Family","2",,"604-240-3068","3.22% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE",,"110","1","44.00",,,"4","V4N 3H3",,"New Construction","BC",,,,
"R2320927","Residential Detached","S","231 E KING EDWARD AVENUE","Main","1930","House/Single Family","88","Vancouver East","Vancouver","1/31/2019","John","3","$4,927.98","11/3/2018","007-640-382",,,"12/16/2018","$1,280,000","$517.17","0.92","3","5","RS-7","$1,398,000","43","2,475","$517.17","0.85","House/Single Family","3",,"604-889-9338","3% 1ST $100,000/1% ON BAL THE BUYERS AGENT MUST BE PRESENT AT 1ST SHOWING & ALL SUBSEQUENT SHOWINGS INCLUDING ANY PUBLIC OPEN HOUSES OTHERWISE $100",,"74.41","1","48.78",,,,"V5V 2C2",,,"BC",,,,
"R2313562","Residential Detached","S","934 SELKIRK CRESCENT","Harbour Place","1961","House/Single Family","57","Coquitlam","Coquitlam","2/28/2019","NEIL","2","$5,654.24","10/5/2018","010-605-789",,,"12/13/2018","$1,300,000","$465.95","0.87","2","3","RS1","$1,499,900","69","2,790","$465.95","0.85","House/Single Family","1",,"778-388-6345","3.255% ON 1ST $100,000/1.1625% ON BAL","HARBOUR PLACE","120","2","100.00",,,"4","V3J 6E5",,,"BC",,,,
"R2326973","Residential Detached","S","2091 CATALINA CRESCENT","Sea Island","2012","House/Single Family","6","Richmond","Richmond","6/30/2019","TOUCHBASE","4","$4,657.63","12/5/2018","003-813-401",,,"12/11/2018","$1,310,000","$458.84","1.09","5","5","RS1/E","$1,198,000","6","2,855","$458.84","1.09","House/Single Family","2",,,"3.255% FIRST $100,000/1.1625% ON BAL",,"110","1","48.70",,,,"V7B 1E2",,,"BC",,,,
"R2319201","Residential Detached","S","8 35520 MAHOGANY DRIVE","Abbotsford East","2012","House/Single Family","6","Abbotsford","Abbotsford","1/30/2019","Joseph or Ashley","2","$6,190.00","10/30/2018","027-701-204",,"$50.00","12/18/2018","$1,320,000","$363.74","0.94","3","4","N2","$1,399,000","49","3,629","$363.74","0.94","House/Single Family","1",,"604-562-0164","S-3.22% 1ST 100K/1.15% BAL","Eagle Mountain",,"2","0.00",,,"6","V3G 0C9",,,"BC",,,,
"R2326506","Residential Detached","S","13493 81 AVENUE","Queen Mary Park Surrey","2008","House/Single Family","10","Surrey","Surrey","3/31/2019","Eileen","6","$5,736.44","12/2/2018","009-890-688",,,"12/12/2018","$1,349,000","$315.19","1.00","6","9","RF","$1,349,000","10","4,280","$315.19","1.00","House/Single Family","4",,"604-592-1158","3% ON 1ST $100,000 AND 1% ON BALANCE",,"253","1","60.00",,,"9","V3W 3C6",,,"BC",,,,
"R2320233","Residential Attached","S","321 W 14TH STREET","Central Lonsdale","2018","1/2 Duplex","1","North Vancouver","North Vancouver","2/28/2019","MAGLIERI","2","$0.00","11/2/2018","015-142-990",,"$0.00","12/21/2018","$1,350,000","$625.00","0.96","3","4","MFD","$1,399,000","49","2,160","$625.00","0.96","1/2 Duplex","1",,"604-961-9255","3.22% 1ST $100,000/1.15% REMAINDER",,,"1",,,,"2","V7M 1P5",,,"BC",,,,
"R2318031","Residential Detached","S","194 W QUEENS ROAD","Upper Lonsdale","1940","House/Single Family","79","North Vancouver","North Vancouver","4/16/2019","*No Text*Janine","2","$5,977.58","10/24/2018","015-040-941",,,"12/21/2018","$1,350,000","$367.95","0.95","3","5","RSNQ","$1,419,900","58","3,669","$367.95","0.92","House/Single Family","1",,"604-990-6468","3.22% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE",,"130","1","72.00",,,"4","V7N 2K3",,"October 16th 2018","BC",,,,
"R2296431","Residential Detached","S","7051 MARRINGTON ROAD","Quilchena RI","1998","House/Single Family","21","Richmond","Richmond","12/31/2018","TIM","3","$3,895.42","8/8/2018","024-262-021",,,"12/18/2018","$1,353,000","$634.91","0.97","3","4","RS1/K","$1,399,000","132","2,131","$634.91","0.84","House/Single Family","1",,"604-813-8833","3.255% ON 1ST $100,000/1.1625% ON BAL",,"96.43","2","39.00",,,"4","V7C 1V4",,,"BC",,,,
"R2247000","Residential Attached","S","88 10388 NO. 2 ROAD","Woodwards","2017","Townhouse","1","Richmond","Richmond","2/28/2019","MELODY SHIH","4","$0.00","3/13/2018","030-161-614",,"$321.66","12/11/2018","$1,358,000","$693.21","0.99","5","4","2T72","$1,366,000","273","1,959","$693.21","0.88","Townhouse","1",,"778-885-5117","3.225% ON THE FIRST $100,000 AND 1.1625% ON THE REMAINDER","KINGSLEY ESTATES",,"0",,,,"2","V7E 0B9",,,"BC",,,,
"R2326938","Residential Attached","S","1202 1408 STRATHMORE MEWS","Yaletown","2003","Apartment/Condo","16","Vancouver West","Vancouver","2/6/2019","Patti Caldwell","2","$2,885.40","12/5/2018","025-553-585",,"$408.92","12/13/2018","$1,360,000","$1,384.93","0.97","2","2","CD-1","$1,399,000","8","982","$1,384.93","0.97","Apartment/Condo","1",,"604-341-5443","3.2% ON FIRST $100,000 AND 1.1625% ON REMAINDER","WEST ONE",,"0",,,,"1","V6Z 3A9",,,"BC",,,,
