"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"R2311481","Residential Attached","S","1627 EASTERN AVENUE","Central Lonsdale","2013","Townhouse","5","North Vancouver","North Vancouver","3/30/2019","Nina","2","$2,667.35","9/30/2018","029-160-880",,"$588.87","11/25/2018","$1,067,000","$883.28","0.97","3","2","MF","$1,099,000","56","1,208","$883.28","0.94","Townhouse","1",,"604-763-8898","3.255% OF THE FIRST $100,000 AND 1.1625% OF THE BALANCE.","Local on Lonsdale",,"0",,,,"1","V7L 0C4",,,"BC",,,,
"R2313729","Residential Attached","S","3506 5883 BARKER AVENUE","Metrotown","2017","Apartment/Condo","1","Burnaby South","Burnaby","3/30/2019","Maggie Zhu","2","$3,624.95","10/9/2018","030-226-881","35","$257.71","11/27/2018","$1,068,000","$1,095.38","0.98","2","2","CD","$1,088,000","49","975","$1,095.38","0.98","Apartment/Condo","1",,"778-668-7078","3.22% 1ST $100K / 1.15% ON BAL",,,"0",,,,"2","V5H 0G4",,,"BC",,,,
"R2303974","Residential Detached","S","1366 COMPSTON CRESCENT","Beach Grove","1948","House/Single Family","70","Tsawwassen","Delta","11/30/2018","Amanda","2","$4,353.85","9/6/2018","010-319-484",,,"11/14/2018","$1,070,000","$656.84","0.93","2","3","RM1","$1,149,000","69","1,629","$656.84","0.91","House/Single Family","1",,"604-202-3847","3.255% ON THE 1ST $100K + 1.1625% ON THE BALANCE",,"118/167/12","2","133.00",,,"3","V4L 1P9",,,"BC",,,,
"R2313818","Residential Detached","S","1777 142 STREET","Sunnyside Park Surrey","1983","House/Single Family","35","South Surrey White Rock","Surrey","12/17/2018","Teresa","2","$4,474.74","10/11/2018","002-546-663",,,"11/22/2018","$1,070,000","$549.85","0.93","3","3","SFR","$1,148,800","42","1,946","$549.85","0.90","House/Single Family","1",,"604-760-1950","3.22% ON THE 1ST. HUNDRED THOUSAND AND 1.15% ON THE BALANCE","Ocean Bluff","98","1","59.00",,,"4","V4A 6V2",,,"BC",,,,
"R2320369","Residential Detached","S","13212 SABO STREET","Steelhead","1987","House with Acreage","31","Mission","Mission","4/2/2019","SEAN ZUBOR","2","$4,530.20","11/2/2018","006-304-681",,,"11/24/2018","$1,075,000","$607.34","0.96","2","2","A-2","$1,125,000","22","1,770","$607.34","0.96","House with Acreage","1",,"604-492-5000","3.22% ON THE 1ST $100,000 AND 1.15% ON THE REMAINDER",,"0.00","2","0.00",,,,"V4S 1L6",,,"BC",,,,
"R2324603","Residential Detached","S","18892 68A AVENUE","Clayton","2006","House/Single Family","12","Cloverdale","Surrey","5/18/2019","Cody or Ryan","4","$4,250.57","11/18/2018","026-439-204",,,"11/19/2018","$1,079,900","$357.11","0.98","5","6","RES","$1,099,900","1","3,024","$357.11","0.98","House/Single Family","2",,"604-513-2300","3.22% ON THE FIRST $100,000.00 AND 1.15% ON THE REMAINDER OF THE BALANCE","Clayton Village",,"1","30.00",,,"3","V4N 5J8",,,"BC",,,,
"R2324127","Residential Attached","S","203 1428 W 6TH AVENUE","Fairview VW","2003","Apartment/Condo","15","Vancouver West","Vancouver","2/28/2019","Call / Text Steven","2","$2,720.02","11/20/2018","025-576-224",,"$400.40","11/25/2018","$1,080,000","$962.57","0.98","2","2","CD1","$1,099,000","5","1,122","$962.57","0.98","Apartment/Condo","1",,"604-614-5903","3.255% ON 1ST 100K / 1.1625% ON BALANCE","Siena of Portico",,"1",,,,"2","V6H 4H4",,,"BC",,,,
"R2317357","Residential Detached","S","7943 11TH AVENUE","East Burnaby","1953","House/Single Family","65","Burnaby East","Burnaby","1/31/2019","ARCHIE MacLEAN","1","$4,900.49","10/20/2018","002-864-134",,,"11/24/2018","$1,080,000","$1,176.47","0.86","1","2","R5","$1,250,000","35","918","$1,176.47","0.84","House/Single Family","1",,"604-740-2988","3.255% ON THE 1ST $100,000 & 1.1625% ON THE BALANCE UPON 1ST INTRODUCTION, OTHERWISE 2.44% ON THE 1ST $100,000 & .87% ON THE BALANCE.",,"143","0","50.00",,,"4","V3N 2N5",,"OWNERS HAVE NOT LIVED IN HOME","BC",,,,
"R2323071","Residential Detached","S","19801 SILVERTHORNE PLACE","South Meadows","2006","House/Single Family","12","Pitt Meadows","Pitt Meadows","5/15/2019","TEXT 604 219 4342","2","$4,993.04","11/15/2018","025-984-489",,,"11/23/2018","$1,080,000","$405.86","0.98","3","4","CD-A","$1,099,900","8","2,661","$405.86","0.94","House/Single Family","1",,"604-219-4342","3% ON THE 1ST $100,000 / 1.15% ON THE BALANCE","Bonson's Landing",,"2","0.00",,,"4","V3Y 2W4",,,"BC",,,,
"R2308587","Residential Attached","S","3604 2008 ROSSER AVENUE","Brentwood Park","2015","Apartment/Condo","3","Burnaby North","Burnaby","12/21/2018","Eddy","2","$3,291.92","9/20/2018","029-716-349",,"$512.00","11/21/2018","$1,082,000","$1,029.50","0.98","2","2","CD","$1,098,800","62","1,051","$1,029.50","0.98","Apartment/Condo","1",,"778-870-3339","3.15% ON THE FIRST $100K AND 1.1625% ON BALANCE","SOLO STRATUS",,"0",,,,"2","V5C 0H8",,,"BC",,,,
"R2320555","Residential Attached","S","503 2165 ARGYLE AVENUE","Dundarave","1974","Apartment/Condo","44","West Vancouver","West Vancouver","1/31/2019","See Realtor Remarks","2","$2,525.53","11/5/2018","003-717-879",,"$572.58","11/14/2018","$1,083,000","$862.26","0.99","2","2","RM2","$1,098,000","9","1,256","$862.26","0.99","Apartment/Condo","1",,"000-000-0000","3.22% ON THE 1ST $100,000 + 1.15% ON THE BALANCE","Ocean Terrace",,"0",,,,"1","V7V 1A5",,,"BC",,,,
"R2322221","Residential Detached","S","2325 151A STREET","Sunnyside Park Surrey","1987","House/Single Family","31","South Surrey White Rock","Surrey","3/31/2019","blair miller /text","2","$5,411.00","11/9/2018","005-272-181",,,"11/17/2018","$1,083,000","$669.34","0.94","2","3","RES","$1,149,900","8","1,618","$669.34","0.94","House/Single Family","1",,"604-240-2153","3.22% OF THE 1ST $100,000 / 1.15% OF THE BALANCE",,"146 irreg","2","60.00",,,"4","V4A 8T1",,,"BC",,,,
"R2319916","Residential Detached","S","521 MIDVALE STREET","Central Coquitlam","1967","House/Single Family","51","Coquitlam","Coquitlam","5/1/2019","DEANNA EDMONDS","1","$5,065.10","11/1/2018","006-549-012",,,"11/24/2018","$1,085,000","$511.79","0.95","2","4","RS1","$1,139,900","23","2,120","$511.79","0.91","House/Single Family","1",,"604-928-4663","3.255% ON THE 1ST $100,000/1.1625% ON THE BALANCE",,"124.43","1","65.34",,,"6","V3J 6L4",,,"BC",,,,
"R2310988","Residential Detached","S","21729 MONAHAN COURT","Murrayville","1998","House/Single Family","20","Langley","Langley","2/24/2019","Touchbase only","3","$5,128.66","9/28/2018","019-004-419",,,"11/23/2018","$1,085,000","$327.30","0.99","4","6","CD-4","$1,098,000","56","3,315","$327.30","0.87","House/Single Family","1",,"604-533-3491","3.22% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE OF THE SALE PRICE","Murray's Corner","92","3","65.60",,,"4","V3A 8N1",,,"BC",,,,
"R2322515","Residential Attached","S","2601 777 RICHARDS STREET","Downtown VW","2016","Apartment/Condo","2","Vancouver West","Vancouver","4/5/2019","TOUCHBASE","2","$2,821.22","11/13/2018","029-847-826","53","$470.90","11/15/2018","$1,086,500","$1,213.97","0.99","2","2","CD-1","$1,100,000","2","895","$1,213.97","0.99","Apartment/Condo","1",,,"3.255% ON THE FIRST $100,000 & 1.1625% ON THE BALANCE","TELUS GARDEN",,"0",,,,"1","V6B 0M6",,,"BC",,,,
"R2297476","Residential Detached","S","8648 SHOOK ROAD","Hatzic","1955","House with Acreage","63","Mission","Mission","12/31/2018","Touchbase","1","$2,137.23","8/15/2018","005-297-061",,,"11/21/2018","$1,090,000","$792.73","0.95","2","2","RES","$1,150,000","98","1,375","$792.73","0.88","House with Acreage","1",,"604-855-0800","3.22% ON THE 1ST 100K/ 1.15% ON THE BALANCE",,"312.00","2","136.00",,,"10","V2V 7L9",,,"BC",,,,
"R2318669","Residential Detached","S","851 GLENCOE DRIVE","Glenayre","1965","House/Single Family","53","Port Moody","Port Moody","4/30/2019","Viviane","2","$4,761.47","10/26/2018","008-965-315",,,"11/25/2018","$1,100,000","$497.51","0.85","2","5","RS1","$1,298,800","30","2,211","$497.51","0.85","House/Single Family","1",,"604-679-8524","3.22% OF FIRST $100,000 AND 1.15% ON BALANCE",,,"2","0.00",,,"3","V3H 1G7",,,"BC",,,,
"R2320194","Residential Attached","S","4 61 E 23RD AVENUE","Main","1985","Townhouse","33","Vancouver East","Vancouver","2/28/2019","Showing Coordinator","1","$2,335.79","10/30/2018","006-670-601",,"$360.00","11/26/2018","$1,100,000","$915.90","0.92","2","3","RS-7","$1,199,000","27","1,201","$915.90","0.92","Townhouse","1",,"604-719-7677","3.255% ON THE FIRST $100,000.00 AND 1.1625% ON THE BALANCE","61 East 23rd AVENUE PLACE",,"1",,,,"2","V5V 1W8",,,"BC",,,,
"R2293376","Residential Attached","S","1 1349 MAHON AVENUE","Central Lonsdale","2002","Townhouse","16","North Vancouver","North Vancouver","11/30/2018","Gregg","2","$4,118.29","7/25/2018","025-448-412","3","$400.00","11/27/2018","$1,100,000","$551.10","0.88","3","2","MF","$1,250,000","125","1,996","$551.10","0.81","Townhouse","1",,"604-809-8000","3.22 ON 1ST $100,000 AND 1.15% ON BALANCE",,,"1",,,,,"V7M 2S2",,,"BC",,,,
"R2298861","Residential Detached","S","7605 16TH AVENUE","Edmonds BE","1951","House/Single Family","67","Burnaby East","Burnaby","12/18/2018","JORDAN","2","$4,997.77","8/18/2018","009-474-706",,,"11/15/2018","$1,100,000","$639.53","0.88","2","4","R-5","$1,250,000","89","1,720","$639.53","0.88","House/Single Family","2",,"778-847-9392","$6,250",,"99","1","63.00",,,"3","V3N 1P5",,,"BC",,,,
"R2318346","Residential Detached","S","17419 0B AVENUE","Pacific Douglas","2011","House/Single Family","7","South Surrey White Rock","Surrey","2/28/2019","Brent's office","3","$4,754.63","10/23/2018","027-363-716",,,"11/22/2018","$1,100,000","$333.64","0.95","4","5","RES","$1,158,880","30","3,297","$333.64","0.95","House/Single Family","1",,"604-585-7653","3.22% ON THE 1ST $100,000 AND 1.15% ON THE BALANCE","SUMMERFIELD","120x84x83.3","1","37.50",,,"6","V3Z 8L2",,"to follow","BC",,,,
"R2317989","Residential Detached","S","8988 ROYAL STREET","Fort Langley","1982","House/Single Family","36","Langley","Langley","1/31/2019","Joe Battrick","2","$4,757.00","10/24/2018","001-335-936",,,"11/20/2018","$1,100,000","$609.42","0.96","3","3","R-1E","$1,149,000","27","1,805","$609.42","0.85","House/Single Family","1",,"604-341-0893","5% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE.","Fort Langley","89.00","2","90.87",,,"6","V1M 3R8",,,"BC",,,,
"R2302334","Residential Attached","S","39 4900 CARTIER STREET","Shaughnessy","1981","Townhouse","37","Vancouver West","Vancouver","12/1/2018","Pls call or text Susan","2","$4,481.27","9/1/2018","005-988-080",,"$765.57","11/17/2018","$1,100,000","$625.00","0.85","3","2","CD-1","$1,299,000","77","1,760","$625.00","0.76","Townhouse","1",,"604-880-4588","3.255% OF THE FIRST $100,000 & 1.1625% ON THE BALANCE","Shaughnessy Place",,"1",,,,"2","V6M 4H2",,"Sept 2, 2018","BC",,,,
"R2321174","Residential Attached","S","2102 235 GUILDFORD WAY","North Shore Pt Moody","2004","Apartment/Condo","14","Port Moody","Port Moody","3/22/2019","ADIL DINANI","2","$4,075.11","11/5/2018","025-975-838","22","$539.02","11/17/2018","$1,115,000","$696.88","0.97","2","2","MF","$1,148,000","12","1,600","$696.88","0.97","Apartment/Condo","1",,"604-939-6666","3.255% ON THE FIRST $100,000 AND 1.1625% ON THE BALANCE","SINCLAIR","0","1","0.00",,,"2","V3H 5L8",,,"BC",,,,
"R2318435","Residential Attached","S","42 1001 NORTHLANDS DRIVE","Northlands","1991","Townhouse","27","North Vancouver","North Vancouver","12/31/2018","Kelly Gardiner","2","$4,313.77","10/25/2018","016-783-476","2","$373.00","11/25/2018","$1,115,000","$627.11","0.93","3","3","RM2","$1,199,800","31","1,778","$627.11","0.93","Townhouse","1",,"604-644-3936","3.22% ON THE 1ST $100,000 AND 1.15% ON THE BALANCE","Northlands",,"1",,,,"2","V7H 2Y3",,"Dated October 25, 2018","BC",,,,
"R2318798","Residential Detached","S","36004 EMPRESS LANE","Abbotsford East","1996","House/Single Family","22","Abbotsford","Abbotsford","2/26/2019","Amber or Jonathan","4","$5,941.47","10/29/2018","018-089-496",,,"11/27/2018","$1,116,900","$241.65","0.97","5","6","N1","$1,148,700","29","4,622","$241.65","0.97","House/Single Family","2",,"604-743-7653","3.22% ON THE FIRST $100K/1.15% ON THE BALANCE","Regal Peak Estates","177 irreg","3","90.00",,,"7","V3G 1L2",,,"BC",,,,
"R2309666","Residential Attached","S","416 750 W 12TH AVENUE","Fairview VW","2008","Apartment/Condo","10","Vancouver West","Vancouver","3/31/2019","PAUL MASOUMI","2","$2,453.45","9/25/2018","027-311-007","6","$345.87","11/15/2018","$1,123,000","$1,134.34","0.98","2","2","CD-1","$1,148,800","51","990","$1,134.34","0.94","Apartment/Condo","1",,"604-789-9393","3.225% 1ST $100,000 & 1.1625% ON REMAINING BALANCE","TAPESTRY",,"0",,,,"1","V5Z 0A3",,"COMPLTED AND DATED SEPT 21, 2018","BC",,,,
"R2295853","Residential Attached","S","203 W 6TH STREET","Lower Lonsdale","1999","Townhouse","19","North Vancouver","North Vancouver","11/30/2018","Toby","2","$3,940.61","8/8/2018","024-614-491",,"$150.00","11/16/2018","$1,124,000","$646.35","0.95","3","3","MF","$1,179,000","100","1,739","$646.35","0.85","Townhouse","1",,"604-723-0072","3.22% ON THE FIRST $100,000 AND 1.15% ON THE REMAINDER",,,"1",,,,"1","V7M 1K7",,"August 8, 2018","BC",,,,
"R2305797","Residential Detached","S","38645 WESTWAY AVENUE","Valleycliffe","2008","House/Single Family","10","Squamish","Squamish","3/15/2019","MARIANNE WILSON PREC*","2","$4,915.70","9/12/2018","024-655-961",,,"11/23/2018","$1,125,000","$523.74","0.95","3","3","RS1","$1,179,000","72","2,148","$523.74","0.95","House/Single Family","1",,"604-898-5904","3.1% 1ST $100,000 / 1.1% ON BAL OVER $100,000","RAVENS PLATEAU",,"1","107.00",,,"6","V8B 0W1",,,"BC",,,,
"R2298669","Residential Attached","S","20 15425 ROSEMARY HEIGHTS CRESCENT","Morgan Creek","2003","Townhouse","15","South Surrey White Rock","Surrey","11/30/2018","Danielle Hrasko","3","$4,149.92","8/20/2018","025-703-315",,"$495.00","11/18/2018","$1,125,000","$444.66","0.90","3","3","MR","$1,249,000","90","2,530","$444.66","0.87","Townhouse","1",,"604-725-9894","3.22% ON FIRST $100,000 AND 1.15% ON BALANCE","Braemore at Carrington",,"2",,,,"2","V3Z 0S7",,,"BC",,,,
"R2320885","Residential Attached","S","1788 E GEORGIA STREET","Hastings","2006","Townhouse","12","Vancouver East","Vancouver","2/28/2019","Samantha","3","$2,803.94","11/4/2018","026-715-538",,"$385.00","11/19/2018","$1,125,000","$759.62","0.98","3","3","RM-4","$1,149,000","15","1,481","$759.62","0.98","Townhouse","1",,"778-840-9779","3.255% ON THE 1ST $100,000 AND 1.1625% ON BALANCE",,,"0",,,,"1","V5L 2B4",,,"BC",,,,
"R2321246","Residential Detached","S","12305 S BOUNDARY DRIVE","Panorama Ridge","1987","House/Single Family","31","Surrey","Surrey","5/6/2019","Jayson Sidhu","2","$4,052.52","11/6/2018","003-941-655",,,"11/19/2018","$1,129,000","$427.65","0.98","3","3","SFR","$1,149,900","13","2,640","$427.65","0.98","House/Single Family","1",,"604-262-1581","3.22% ON THE 1ST $100,000 OF THE SALE PRICE/1.15% ON THE REMAINDER SALE PRICE","Boundary Park","129.5x62.5","2","92.50",,,"6","V3X 2C4",,,"BC",,,,
"R2312643","Residential Detached","S","868 DRAYTON STREET","Boulevard","1919","House/Single Family","99","North Vancouver","North Vancouver","4/4/2019","Aaron, Jordan, Matt","2","$5,875.11","10/4/2018","013-704-524",,,"11/20/2018","$1,130,000","$536.56","0.94","3","3","RSKL","$1,198,000","47","2,106","$536.56","0.94","House/Single Family","2",,"604-983-2518","3.22% ON THE FIRST $100,000/1.15% ON THE BALANCE",,"71/106/50","1","61.00",,,"2","V7L 2C4",,,"BC",,,,
"R2318182","Residential Detached","S","645 CYPRESS STREET","Central Coquitlam","1969","House/Single Family","49","Coquitlam","Coquitlam","3/31/2019","Rocky","2","$4,778.91","10/25/2018","006-570-917",,,"11/25/2018","$1,135,000","$516.14","0.95","3","5","RES","$1,199,000","31","2,199","$516.14","0.95","House/Single Family","2",,"604-825-7743","3.255% ON THE FIRST $100,000 AND 1.1625% ON THE BALANCE",,"111","2","66.00",,,,"V3J 6K9",,,"BC",,,,
"R2322807","Residential Detached","S","6929 150B STREET","East Newton","2004","House/Single Family","14","Surrey","Surrey","3/1/2019","Mandeep Basi","5","$4,793.08","11/13/2018","025-593-099",,,"11/23/2018","$1,140,000","$301.59","0.97","6","8","SFD","$1,179,900","10","3,780","$301.59","0.97","House/Single Family","3",,"604-780-2507","3.22% ON THE 1ST $100,000 AND 1.15% ON THE BALANCE",,"121","2","50.00",,,"6","V3S 0W9",,,"BC",,,,
"R2303789","Residential Detached","S","21083 78B AVENUE","Willoughby Heights","2013","House/Single Family","5","Langley","Langley","12/6/2019","Lisa","3","$5,249.40","9/6/2018","028-033-574",,,"11/27/2018","$1,140,000","$358.83","0.95","4","4","R-CL(A","$1,198,000","82","3,177","$358.83","0.89","House/Single Family","1",,"778-242-3616","3.22% OF THE FIRST 100K1.15% OF THE BALANCE","Yorkson South","27.464","2","36.45",,,"4","V2Y 0H4",,,"BC",,,,
"R2285680","Residential Detached","S","10269 165B STREET","Fraser Heights","2018","House/Single Family","0","North Surrey","Surrey","1/1/2019","GARY BASI","4","$2,551.72","7/1/2018","029-999-740",,,"11/20/2018","$1,142,857","$285.14","0.93","6","6","RF-12","$1,225,000","142","4,008","$285.14","0.83","House/Single Family","3",,"604-314-5196","3.22% 1ST $100K + 1.15% BALANCE",,,"3",,,,,"V4N 1Y7",,,"BC",,,,
"R2322664","Residential Detached","S","15807 111 AVENUE","Fraser Heights","2001","House/Single Family","17","North Surrey","Surrey","1/31/2019","Dan-Prefers touchbase","4","$4,569.00","11/8/2018","024-852-864",,,"11/19/2018","$1,147,000","$289.72","1.04","5","6","RES","$1,099,800","11","3,959","$289.72","1.04","House/Single Family","2",,"604-818-2706","3.22% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE.","FRASER HEIGHTS","116","2","54.00",,,"4","V4N 5G9",,,"BC",,,,
"R2318063","Residential Detached","S","24100 106B AVENUE","Albion","2003","House/Single Family","16","Maple Ridge","Maple Ridge","10/23/2019","TOUCHBASE OR PAUL","3","$5,917.86","10/23/2018","025-462-504",,,"11/18/2018","$1,148,000","$312.47","0.99","4","6","RS-1B","$1,158,800","26","3,674","$312.47","0.96","House/Single Family","1",,"604-230-3037","3.255% ON 1ST $100,000 / 1.1625% ON BALANCE","MAPLE CREST",,"2","0.01",,,"12","V2W 2C3",,,"BC",,,,
"R2324186","Residential Detached","S","44366 KEITH WILSON ROAD","Sardis West Vedder Rd","1961","House with Acreage","57","Sardis","Sardis","5/31/2019","CLARKE SEXSMITH","2","$3,143.92","11/16/2018","009-328-068",,,"11/24/2018","$1,150,000","$413.67","0.88","3","4","AL","$1,300,000","8","2,780","$413.67","0.88","House with Acreage","2",,"604-819-4857","3% 1ST $100,000 / 1.15% BAL",,"345","0","129.00",,,"6","V2R 4B6",,,"BC",,,,
"R2321441","Residential Detached","S","16163 8A AVENUE","King George Corridor","1988","House/Single Family","30","South Surrey White Rock","Surrey","5/9/2019","Colleen","3","$3,835.26","11/9/2018","007-184-972",,,"11/14/2018","$1,150,000","$417.73","1.00","3","5","RES","$1,150,000","5","2,753","$417.73","1.00","House/Single Family","2",,"604-728-4747","3.22% ON THE FIRST $100,000 AND 1.15% ON THE BALANCE","McNally Creek","0","2","0.00",,,"4","V4A 8W8",,"yes","BC",,,,
"R2309289","Residential Detached","S","1150 SPARKS COURT","Queensborough","1994","House/Single Family","24","New Westminster","New Westminster","12/31/2018",,"3","$4,832.46","9/24/2018","018-040-624",,,"11/16/2018","$1,150,000","$366.71","0.98","4","6","RQ-1","$1,168,000","53","3,136","$366.71","0.94","House/Single Family","2",,"604-512-6995","3.2% ON THE FIRST $100,000 & 1.15% ON THE BALANCE",,"33.13","2","36.09",,,"4","V3M 6S1",,,"BC",,,,
"R2300646","Residential Attached","S","30 3595 SALAL DRIVE","Roche Point","2018","Townhouse","0","North Vancouver","North Vancouver","2/28/2019","Chris (text ok)","2","$0.00","8/27/2018","800-124-212","2","$299.03","11/16/2018","$1,155,000","$656.25","0.99","3","3","MF","$1,169,900","81","1,760","$656.25","0.97","Townhouse","1",,"778-881-0673","3.1% ON 1ST $100K & 1.15% ON BALANCE + $5000.00 BONUS","Seymour Village",,"1",,,,"2","V7G 0A7",,,"BC",,,,
"R2318643","Residential Detached","S","21137 83 AVENUE","Willoughby Heights","2008","House/Single Family","10","Langley","Langley","2/28/2019","Eric Dayan","4","$5,444.70","10/30/2018","026-679-906",,,"11/16/2018","$1,156,000","$307.20","0.97","5","7","RCL","$1,189,900","17","3,763","$307.20","0.97","House/Single Family","2",,"778-938-7653","3.22% ON THE FIRST $100,000 ; 1.15% ON THE BALANCE","YORKSON","108.28","1","41.14",,,"6","V2Y 0C2",,,"BC",,,,
"R2316564","Residential Attached","S","511 3533 ROSS DRIVE","University VW","2020","Apartment/Condo","0","Vancouver West","Vancouver","12/15/2018","WENDY LEI","2","$0.00","10/15/2018","800-125-370","15","$354.16","11/16/2018","$1,158,800","$1,228.84","1.00","2","2","SC-3A","$1,158,800","32","943","$1,228.84","1.00","Apartment/Condo","0",,"604-221-4450","2.5575% ON 1ST $100,000/1.1625% ON BAL + $20,000 BONUS","POLYGON NOBEL PARK RESIDENCES",,"0",,,,,"V0V 0V0",,"NEW CONSTRUCTION","BC",,,,
"R2306946","Residential Detached","S","120 169A STREET","Pacific Douglas","2017","House/Single Family","1","South Surrey White Rock","Surrey","3/31/2019","Kevin","4","$4,905.29","9/15/2018","029-200-342",,,"11/15/2018","$1,160,000","$415.92","0.98","6","5","RF-12","$1,185,000","61","2,789","$415.92","0.93","House/Single Family","2",,,"3.22% ON THE FIRST $100,000 OF THE SALE PRICE AND 1.15% ON THE BALANCE OF THE SALE PRICE.","Greenside Crossing","90x irr","1","39.00",,,"4","V3Z 1N1",,,"BC",,,,
"R2285131","Residential Detached","S","1781 PRAIRIE AVENUE","Glenwood PQ","1998","House/Single Family","20","Port Coquitlam","Port Coquitlam","12/20/2018","JENNIFER","2","$4,441.90","7/3/2018","012-433-861",,,"11/17/2018","$1,160,000","$685.58","1.01","3","3","RS1","$1,150,000","137","1,692","$685.58","0.86","House/Single Family","1",,"604-788-2779","3.22% OF FIRST $100,000 AND 1.12% THEREAFTER",,"177","1","66.00",,,"7","V3B 1V2",,,"BC",,,,
"R2311179","Residential Detached","S","35605 KAHANA PLACE","Abbotsford East","2006","House/Single Family","12","Abbotsford","Abbotsford","2/1/2019","Amelia Parkin","3","$6,676.87","10/1/2018","026-250-331",,,"11/14/2018","$1,161,000","$276.30","0.93","4","5","RS3","$1,250,000","44","4,202","$276.30","0.93","House/Single Family","1",,"604-309-8487","3.22% ON THE FIRST 100K AND 1.15% ON THE BALANCE","EAGLE MOUNTAIN","90x120","2","98.00",,,"4","V3G 3G2",,,"BC",,,,
"R2318451","Residential Detached","S","20132 68A AVENUE","Willoughby Heights","2007","House/Single Family","11","Langley","Langley","4/30/2019","Hollie","3","$5,180.60","10/25/2018","026-943-808",,,"11/22/2018","$1,164,000","$321.90","0.97","4","4","RC-L","$1,198,800","28","3,616","$321.90","0.93","House/Single Family","1",,"778-241-3096","$ 15,000.00 UPON FIRST PHYSICAL INTRODUCTION TO THE PROPERTY OTHERWISE $ 1,000.00","Woodbridge",,"2","43.96",,,"4","V2Y 0B7",,,"BC",,,,
"R2312716","Residential Detached","S","10280 CAMBIE ROAD","West Cambie","1992","House/Single Family","26","Richmond","Richmond","4/30/2019","KEN","4","$3,803.52","10/4/2018","017-742-340",,,"11/15/2018","$1,168,000","$405.56","0.85","4","6","VRI12","$1,368,000","42","2,880","$405.56","0.85","House/Single Family","2",,"604-961-6708","3.255% ON LST 100K, 1.1625% ON BALANCE",,"78","2","68.00",,,"6","V6X 1K5",,,"BC",,,,
"R2310472","Residential Detached","S","12403 DAVENPORT DRIVE","Northwest Maple Ridge","2017","House/Single Family","1","Maple Ridge","Maple Ridge","12/31/2018","Nicole Hunt","3","$4,800.10","9/25/2018","029-903-904",,,"11/19/2018","$1,170,000","$378.40","0.98","4","4","RS1-B","$1,199,900","55","3,092","$378.40","0.94","House/Single Family","1",,"604-765-8670","2.5575 ON THE FIRST $100,000 PLUS 1.15% ON THE BALANCE",,"0","1","0.00",,,"4","V0V 0V0",,"New Construction","BC",,,,
"R2320791","Residential Detached","S","1635 SUFFOLK AVENUE","Glenwood PQ","1991","House/Single Family","27","Port Coquitlam","Port Coquitlam","3/1/2019","TOUCHBASE ONLY","3","$4,443.93","11/5/2018","016-170-270",,,"11/22/2018","$1,170,000","$411.39","0.99","3","6","RS-1","$1,179,888","17","2,844","$411.39","0.99","House/Single Family","2",,,"3.255% ON THE FIRST $100,000.00 PLUS 1.1625% ON THE BALANCE",,,"2","0.00",,,"7","V3B 1H1",,,"BC",,,,
"R2309427","Residential Detached","S","152 W 23RD STREET","Central Lonsdale","1928","House/Single Family","90","North Vancouver","North Vancouver","12/24/2018","TOUCHBASE","1","$3,948.16","9/24/2018","011-414-634",,,"11/25/2018","$1,175,000","$541.97","0.98","1","3","RT-1","$1,199,000","62","2,168","$541.97","0.91","House/Single Family","1",,"999-999-9999","3% ON THE 1ST $100,000 & 1.15% ON THE REMAINDER.",,"120","0","34.66",,,"2","V7M 2B2",,,"BC",,,,
"R2324124","Residential Detached","S","961 SEAVIEW PLACE","Bowen Island","2007","House/Single Family","11","Bowen Island","Bowen Island","9/30/2019","FRANCES","3","$3,884.15","11/20/2018","026-153-599",,,"11/24/2018","$1,177,000","$609.21","0.98","3","2","CD2","$1,199,000","4","1,932","$609.21","0.98","House/Single Family","1",,"604-947-9090","3.22% ON THE FIRST $100,000 / 1.15% ON BALANCE","CATES HILL","100.00","1","115.00",,,"4","V0N 1G0",,,"BC",,,,
"R2297944","Residential Detached","S","7667 145A STREET","East Newton","2000","House/Single Family","18","Surrey","Surrey","12/15/2018","Paul Navarro","3","$4,651.41","8/13/2018","024-057-801",,,"11/18/2018","$1,180,000","$323.46","0.97","4","7","SFD","$1,215,000","97","3,648","$323.46","0.94","House/Single Family","2",,"778-319-1795","S-2.5% 1ST 100K/1.1% BAL",,"28X35","3","23.40",,,,"V3S 9C3",,,"BC",,,,
