"ML #","Prop Type","Status","Address","S/A","Yr Blt","TypeDwel","Age","Area","City","Expiry Date","For Appointment Call","Full Baths","Gross Taxes","List Date","P.I.D.#","Stories in Building","Strata Maint Fee","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Total Baths","Total Bedrooms","Zoning","List Price","Days On Market","Floor Area -Grand Total","Sold Price Per SQFT","SP/OLP Ratio","Type","# of Kitchens","Access to Property","Appointment Phone Number","Commission","Complex/Subdivision","Depth","Fireplaces","Frontage - Feet","Info Package Available?","PAD Rental","Parking Places - Total","Postal Code","Potential for Rezoning?","Prop Disclosure Statement","Province","Sanitary Sewer","Storeys in Building","Storm Sewer","Water Supply"
"V1025337","Residential Detached","S","203 ASPENWOOD DRIVE","Heritage Woods PM","1998","House/Single Family","15","Port Moody","Port Moody","3/3/2014","SIMON YU","3","$5,290.00","9/3/2013","023-270-349",,,"12/27/2013","$863,000","$194.81","0.96","4","5","SFD","$899,000","115","4,430","$194.81","0.96","House/Single Family","1",,"604-415-9800","3.255% 1ST 100K/1.1625% ON BAL",,,"1","0.00",,,"3","V3H 5A7",,,"BC",,,,
"V1037556","Residential Attached","S","8522 CARTIER PLACE","Marpole","2014","1/2 Duplex","0","Vancouver West","Vancouver","6/30/2014","TOUCHBASE/FIONA","2","$0.00","11/27/2013","800-082-016",,,"12/29/2013","$865,000","$699.84","0.98","3","3","RT2","$879,900","32","1,236","$699.84","0.98","1/2 Duplex","1",,"604-551-2998","3.25% ON 1ST $100,000 & 1.16% ON BALANCE",,"122.34","1","33.00",,,,"V6P 4T8",,"UNDER CONSTRUCTION","BC",,,,
"V1039279","Residential Detached","S","6380 FLEMING STREET","Knight","9999","House/Single Family","999","Vancouver East","Vancouver","8/31/2014","JEANNIE CHOI","0","$4,016.00","12/17/2013","002-702-509",,,"12/18/2013","$870,000","$511.76","0.97","0","4","RS-1","$898,000","1","1,700","$511.76","0.97","House/Single Family","2",,"778-385-2838","3.255% 1ST 100K/1.1625% BAL",,,"1","33.00",,,"2","V5P 3H1",,,"BC",,,,
"V1037693","Residential Detached","S","9088 MCCUTCHEON PLACE","Broadmoor","1987","House/Single Family","26","Richmond","Richmond","2/28/2014","LOUIS TAM BY TEXT","2","$3,411.00","11/28/2013","004-512-332",,,"12/19/2013","$870,000","$359.21","0.96","3","4","RS1/B","$908,000","21","2,422","$359.21","0.96","House/Single Family","1",,"604-377-8678","3.255% 1ST $100,000/1.1625% BAL",,,"2",,,,"2","V7A 4Z2",,,"BC",,,,
"V1035742","Residential Attached","S","721 W 68TH AVENUE","Marpole","2013","1/2 Duplex","0","Vancouver West","Vancouver","2/12/2014","JULIE WEI","3",,"11/12/2013","029-135-541",,"$0.00","12/25/2013","$872,000","$707.79","1.00","3","4","RES","$869,888","43","1,232","$707.79","1.00","1/2 Duplex","1",,"604-618-8809","3.255% ON 1ST 100K/1.1625% ON BAL",,"60","1","33.00",,,"1","V6P 2T8",,,"BC",,,,
"V1031003","Residential Attached","S","6780 SPERLING AVENUE","Deer Lake","2013","1/2 Duplex","0","Burnaby South","Burnaby","4/1/2014","AMRIT","3","$4,981.00","10/5/2013","029-147-221","2","$0.00","12/16/2013","$872,000","$447.18","0.97","4","4","RS-1","$899,000","72","1,950","$447.18","0.97","1/2 Duplex","1",,"778-223-5191","3.255% ON 1ST $100,000/1.1625% ON BAL.",,,"1",,,,,"V5E 2V7",,"NEW CONSTRUCTION","BC",,,,
"V1031647","Residential Attached","S","2106 1500 HORNBY STREET","Yaletown","1993","Apartment/Condo","20","Vancouver West","Vancouver","12/31/2013","Reza","2","$3,596.00","10/9/2013","018-061-907",,"$495.50","12/15/2013","$873,000","$689.57","0.98","2","2","CD1","$888,000","67","1,266","$689.57","0.98","Apartment/Condo","1",,"604-805-6646","3.255% ON 1ST $100K, 1.1625% ON BAL","888 Beach",,"1",,,,"1","V6Z 2R1",,,"BC",,,,
"V1026050","Residential Detached","S","10091 NO 5 ROAD","Ironwood","1981","House/Single Family","32","Richmond","Richmond","1/20/2014","TONY/TOUCHBASE","2","$3,097.00","9/7/2013","002-851-466",,,"12/31/2013","$875,000","$327.72","0.94","3","4","RS1/E","$928,000","115","2,670","$327.72","0.90","House/Single Family","1",,"604-649-0108","3.255% 1ST $100,000 + 1.1625% BAL",,"150","2","52.00",,,"6","V7A 4E4",,,"BC",,,,
"V1016249","Residential Detached","S","11539 WILLIAMS ROAD","Ironwood","2013","House/Single Family","0","Richmond","Richmond","7/4/2014","JOY","5","$2,003.00","7/4/2013","028-890-388",,,"12/23/2013","$875,000","$411.76","0.99","5","5","RS1.06","$888,000","172","2,125","$411.76","0.97","House/Single Family","2",,"604-771-2689","2.255% OF THE 1ST $100,000 AND 1.1625% ON THE BAL","IRONWOOD",,"2","33.00",,,"3","V7A 1J3",,,"BC",,,,
"F1327136","Residential Detached","S","15585 80A AVENUE","Fleetwood Tynehead","2013","House/Single Family","0","Surrey","Surrey","7/31/2014","ARVIND NAIR","6","$2,244.00","12/13/2013","028-818-024",,,"12/15/2013","$878,095","$166.46","0.93","7","7","RF12","$945,000","2","5,275","$166.46","0.93","House/Single Family","1",,"604-590-4888","S-3.22% 1ST 100K/1.15% BAL",,"116","1","42.00",,,"4","V3S 2J2",,"NEW","BC",,,,
"V1039409","Residential Detached","S","8010 SUSSEX AVENUE","South Slope","1952","House/Single Family","61","Burnaby South","Burnaby","2/18/2014","Text Preferred","2","$5,119.00","12/18/2013","012-090-671",,,"12/18/2013","$880,000","$370.68","1.00","2","4","R2","$880,000","0","2,374","$370.68","1.00","House/Single Family","2",,"604-722-2211","3.255% ON 1ST $100,000 & 1.1625% ON BALANCE",,"143","1","66.00",,,"8","V5J 3W3",,,"BC",,,,
"V1039086","Residential Detached","S","580 E 56TH AVENUE","South Vancouver","9999","House/Single Family","999","Vancouver East","Vancouver","3/14/2014","JACK HUNTER","3","$4,851.00","12/12/2013","013-551-973",,,"12/20/2013","$880,000","$415.09","0.96","3","6","RS1","$918,000","8","2,120","$415.09","0.96","House/Single Family","2",,"604-727-5928","3.255% 1ST 100K/1.1625% ON BAL",,"116.28","1","33.00",,,,"V5X 1R7",,"TRUSTEE SALE","BC",,,,
"V1031849","Residential Attached","S","4043 PARKWAY DRIVE","Quilchena","1978","Townhouse","35","Vancouver West","Vancouver","1/31/2014","SHONA no Touchbase","2","$3,246.00","10/11/2013","005-484-995",,"$401.55","12/13/2013","$885,000","$481.24","0.99","3","2","CD-1","$898,000","63","1,839","$481.24","0.99","Townhouse","1",,"604-375-2523","3.255% ON 1ST $100,000 / 1.1625% ON BAL",,,"1",,,,,"V6L 3C9",,"NEVER LIVED THERE","BC",,,,
"V1029165","Residential Detached","S","1226 LIVERPOOL STREET","Burke Mountain","2004","House/Single Family","9","Coquitlam","Coquitlam","1/31/2014","GLEN KLASSEN","4","$5,305.00","9/22/2013","025-667-106",,,"12/13/2013","$890,000","$198.00","0.96","6","6","RES","$929,000","82","4,495","$198.00","0.92","House/Single Family","1",,"604-220-4408","3.255/1.1625",,"135","2","54.00",,,"4","V3B 8E7",,,"BC",,,,
"V1021338","Residential Detached","S","3228 E 48TH AVENUE","Killarney VE","1992","House/Single Family","21","Vancouver East","Vancouver","2/7/2014","MAX or TEXT, no touchbase","2","$4,328.00","8/7/2013","011-573-058",,,"12/24/2013","$894,000","$484.82","0.98","3","3","RS1","$910,000","139","1,844","$484.82","0.86","House/Single Family","1",,"604-616-9758","3.22% ON 1ST $100,000/1.15% ON BAL","KILLARNEY VE","93.0","2","33.00",,,"2","V5S 1H5",,,"BC",,,,
"V1033638","Residential Attached","S","2209 ASPEN DRIVE","Nordic","1992","1/2 Duplex","21","Whistler","Whistler","2/28/2014","BOB CAMERON","4","$4,141.00","10/23/2013","028-213-131",,"$58.33","12/15/2013","$895,000","$483.26","0.98","4","4","RM10","$910,000","53","1,852","$483.26","0.98","1/2 Duplex","1",,"604-935-2214","3% ON 1ST $100,000 & 1.5% ON THE BALANCE","NORDIC ESTATES",,"2",,,,"3","V0N 1B2",,,"BC",,,,
"V1010385","Residential Attached","S","202 2202 GONDOLA WAY","Whistler Creek","2002","Apartment/Condo","11","Whistler","Whistler","3/20/2014","KELLY POGSON","3","$2,662.00","5/23/2013","025-503-341",,"$1,281.99","12/20/2013","$895,000","$589.98","0.95","3","3","CC2","$945,000","211","1,517","$589.98","0.90","Apartment/Condo","1",,"604-902-0797","3% ON THE 1ST $100,000 / 1.5% ON THE BALANCE","FIRST TRACKS LODGE",,"1",,,,"1","V0N 1B2",,,"BC",,,,
"V1031367","Residential Attached","S","1762 KITCHENER STREET","Grandview VE","2013","1/2 Duplex","0","Vancouver East","Vancouver","1/15/2014","DWAYNE/ SHAUN/ ROSE","3","$2,400.00","10/8/2013","800-080-523","3","$0.00","12/23/2013","$895,000","$477.84","1.00","3","3","RT5","$899,000","76","1,873","$477.84","1.00","1/2 Duplex","1",,"604-255-7575","3.255% 1ST 100K/1.1625% ON BAL",,"111","0","36.00",,,"2","V5L 2W3",,,"BC",,,,
"V1037624","Residential Attached","S","2054 W 13TH AVENUE","Kitsilano","1986","Townhouse","27","Vancouver West","Vancouver","2/28/2014","Dayna Wosk","2","$3,209.00","11/28/2013","004-996-321",,"$165.00","12/21/2013","$897,000","$630.36","0.95","2","3","RT-8","$949,000","23","1,423","$630.36","0.91","Townhouse","1",,"778-846-5990","3.255% ON 1ST $100,000 & 1.1625% ON THE BALANCE",,,"1",,,,"1","V6J 2H7",,,"BC",,,,
"V1039577","Residential Detached","S","752 E 3RD STREET","Queensbury","1941","House/Single Family","73","North Vancouver","North Vancouver","2/28/2014","Marco","2","$3,558.00","12/24/2013","007-904-088",,,"12/24/2013","$897,000","$582.85","1.00","2","3","SFD","$899,000","0","1,539","$582.85","1.00","House/Single Family","0",,"604-240-4160","3.25% ON 1ST %100,000 AND 1.1625% ON BALANCE","Queensbury","137","0","50.00",,,"3","V7L 1G9",,,"BC",,,,
"V1038921","Residential Detached","S","6580 CLEMATIS DRIVE","Riverdale RI","1974","House/Single Family","39","Richmond","Richmond","5/11/2014","BLAIR MILLER","2","$3,733.00","12/11/2013","004-506-481",,,"12/18/2013","$897,500","$448.75","0.97","3","4","RES","$929,900","7","2,000","$448.75","0.97","House/Single Family","1",,"604-240-2153","5.22% ON 1ST $100,000/1.15% ON BAL","RIVERDALE","100.0","1","60.00",,,"3","V7C 2J8",,,"BC",,,,
"F1323110","Residential Detached","S","3251 147TH STREET","Elgin Chantrell","2013","House/Single Family","0","South Surrey White Rock","Surrey","1/30/2014","Rod Sopko","3","$2,116.00","10/1/2013","028-685-903",,,"12/22/2013","$897,619","$257.71","0.98","4","6","CD","$918,800","82","3,483","$257.71","0.98","House/Single Family","1",,"778-882-3142","S-2.55% 1ST 100K/1.16% BAL","ELGIN OAKS","IRREG.","1","44.60",,,"4","V4P 1Z8",,,"BC",,,,
"V1039529","Residential Detached","S","101 EAGLE PASS","Heritage Mountain","2000","House/Single Family","13","Port Moody","Port Moody","4/13/2014","Michelle","3","$4,976.00","12/12/2013","023-990-741",,,"12/13/2013","$899,900","$276.47","1.00","4","4","RS1","$899,900","1","3,255","$276.47","1.00","House/Single Family","2",,"604-942-0606","3.255% ON 1ST $100,000/1.1625% ON BAL","HERITAGE MOUNTAIN",,"1",,,,"4","V3H 5E7",,,"BC",,,,
"F1324123","Land Only","S","34216 MACLURE ROAD","Central Abbotsford",,,,"Abbotsford","Abbotsford","10/9/2014","RICHARD & RAY",,"$5,956.00","10/16/2013","009-280-162",,,"12/16/2013","$900,000",,"0.96",,,"RR3","$937,000","61",,,"0.96","House/Single Family",,"Road Access","604-859-2341","S-$12500",,"199.13(2.53AC)",,"50.38","No",,,"V2S 5A4","Yes","SELLER IS NOT RESIDENT ON THE PROP","BC","Septic",,"None","City/Municipal"
"F1327245","Residential Detached","S","8902 WRIGHT STREET","Fort Langley","1987","House/Single Family","26","Langley","Langley","3/31/2014","Andy or Nina","2","$4,326.00","12/16/2013","008-022-941",,,"12/18/2013","$900,000","$268.26","0.97","3","5","RE-1","$929,000","2","3,355","$268.26","0.97","House/Single Family","1",,,"S-3.22% 1ST 100K/1.15% BAL","Fort Langley","147.3 irreg","2","128.60",,,"6","V1M 3T2",,"Upon presentation of an offer","BC",,,,
"V1038656","Residential Attached","S","2602 1495 RICHARDS STREET","Yaletown","2004","Apartment/Condo","9","Vancouver West","Vancouver","2/15/2014","SARA","2","$3,458.00","12/10/2013","025-986-937","38","$486.19","12/18/2013","$902,000","$793.32","0.98","2","2","CD-1","$919,000","8","1,137","$793.32","0.98","Apartment/Condo","1",,"604-218-4636","3.255% ON 1ST $100K / 1.1625% ON BALANCE","AZURA II",,"0",,,,"1","V6Z 3E3",,"OWNER NEVER LIVED IN","BC",,,,
"V1037956","Residential Detached","S","4376 PINEWOOD CRESCENT","Garden Village","1958","House/Single Family","55","Burnaby South","Burnaby","3/2/2014","TOUCHBASE","1","$5,301.00","11/30/2013","010-015-957",,,"1/3/2014","$903,000","$752.50","0.92","2","3","R2","$978,000","34","1,200","$752.50","0.92","House/Single Family","1",,"604-671-5259","3.255% ON FIRST $100,000/1.1625% ON BAL",,"110","1","60.00",,,"4","V5G 2J8",,,"BC",,,,
"V1033961","Residential Detached","S","236 E 60TH AVENUE","South Vancouver","1999","House/Single Family","14","Vancouver East","Vancouver","3/31/2014","TIM","4","$4,267.00","10/28/2013","010-667-431",,,"12/13/2013","$905,000","$436.57","0.94","4","6","RS1","$968,000","46","2,073","$436.57","0.94","House/Single Family","3",,"604-783-5898","3.25% 1ST 100K/1.162% ON BAL","SOUTH VANCOUVER","108","1","33.00",,,"3","V5X 1Z7",,,"BC",,,,
"V1028698","Residential Attached","S","6663 RUSSELL AVENUE","Upper Deer Lake","2006","1/2 Duplex","7","Burnaby South","Burnaby","3/17/2014","Shelley","3","$4,827.00","9/17/2013","026-573-903",,"$0.00","1/3/2014","$909,000","$454.50","0.98","4","5","R5","$929,000","108","2,000","$454.50","0.96","1/2 Duplex","2",,"778-928-8899","3.22% ON 1ST $100,000; 1.15% OF BALANCE",,"141.24","1","40.50",,,"2","V5H 3T4",,,"BC",,,,
"V1038830","Residential Detached","S","2709 E 56TH AVENUE","Fraserview VE","1960","House/Single Family","53","Vancouver East","Vancouver","6/30/2014","Min Kuan","2","$3,833.00","12/11/2013","010-081-402",,,"12/13/2013","$912,000","$437.20","1.01","2","5","RS1","$899,000","2","2,086","$437.20","1.01","House/Single Family","2",,"778-318-9091","3.255% ON 1ST 100L, 1.1625% ON BALANCE",,"112","2","32.70",,,"4","V5S 1Z9",,,"BC",,,,
"V1024226","Residential Detached","S","1598 BRAMBLE LANE","Westwood Plateau","1996","House/Single Family","17","Coquitlam","Coquitlam","2/28/2014","BONNIE","4","$4,824.00","8/25/2013","018-421-326",,,"1/2/2014","$915,000","$238.53","0.96","5","6","RS-1","$949,900","130","3,836","$238.53","0.94","House/Single Family","2",,"604-318-0922","3.255 ON 1ST $100,000/1.1625 ON BALANCE",,,"2",,,,,"V3E 2T5",,,"BC",,,,
"V1038896","Residential Detached","S","4764 MAHON AVENUE","Deer Lake Place","1963","House/Single Family","50","Burnaby South","Burnaby","4/30/2014","ADRIAN VONARX","2","$5,099.00","12/11/2013","007-102-321",,,"12/16/2013","$915,000","$364.83","1.00","2","4","R2","$919,900","5","2,508","$364.83","1.00","House/Single Family","1",,"778-835-1411","3.255% ON 1ST $100K & 1.1625% ON BAL",,"127","2","68.00",,,"3","V5G 3R5",,,"BC",,,,
"V1032040","Residential Detached","S","4651 LANCELOT DRIVE","Boyd Park","1978","House/Single Family","35","Richmond","Richmond","3/31/2014","604-671-0506 or Touchbase","3","$3,353.00","10/11/2013","004-012-429",,,"12/21/2013","$916,000","$371.30","0.96","3","3","RS1/E","$959,000","71","2,467","$371.30","0.99","House/Single Family","1",,"604-671-0506","3.255% OF 1ST $100,000 & 1.1625% OF BAL","BOYD PARK","117","2","60.00",,,"6","V7C 4S4",,,"BC",,,,
"V1036999","Residential Detached","S","1968 E 52ND AVENUE","Killarney VE","1996","House/Single Family","17","Vancouver East","Vancouver","9/30/2014","TOUCHBASE","2","$4,209.00","11/20/2013","010-119-531",,,"12/29/2013","$917,000","$471.47","0.98","4","4","SFD","$939,000","39","1,945","$471.47","0.98","House/Single Family","1",,"604-720-5151","3.22% ON 1ST $100,000/1.15% ON BAL**",,"105.8","2","32.00",,,"4","V5P 1W7",,,"BC",,,,
"V1012927","Residential Attached","S","11 SMITHE MEWS","Yaletown","2008","Townhouse","5","Vancouver West","Vancouver","1/31/2014","PLS TEXT/TOUCHBASE ELIZABETH","2","$3,800.00","6/14/2013","027-672-514","35","$629.19","1/3/2014","$920,000","$638.89","0.89","3","3","CD-1","$1,033,000","203","1,440","$638.89","0.85","Townhouse","1",,"604-377-4321","3.255-100/1.1625","COOPERS LOOKOUT",,"1",,,,"2","V6B 0B6",,,"BC",,,,
"V1039055","Residential Detached","S","6833 ROBSON DRIVE","Terra Nova","1999","House/Single Family","14","Richmond","Richmond","5/31/2014","ANNE MARIE OR TOUCHBASE","2","$3,713.00","12/15/2013","023-915-706",,,"12/19/2013","$920,000","$485.23","1.03","3","4","ZS7","$895,000","4","1,896","$485.23","1.03","House/Single Family","1",,"604-787-6967","3.255% ON 1ST $100,000 & 1.1625% ON BALANCE","SWEET WATER","98.45","2","30.50",,,"2","V7C 5T3",,,"BC",,,,
"V1039158","Residential Detached","S","2204 FERNDALE STREET","Hastings","1911","House/Single Family","102","Vancouver East","Vancouver","2/16/2014","Mayur","4","$4,819.00","12/16/2013","014-292-530",,,"12/20/2013","$925,000","$278.20","0.99","4","8","RS-1","$935,000","4","3,325","$278.20","0.99","House/Single Family","3",,"604-725-1000","3.22 % ON THE FIRST $100K/1.15% ON BALANCE",,,"0","49.50",,,,"V5L 1Y5",,"At offer","BC",,,,
"V1036203","Residential Detached","S","4743 BARKER CRESCENT","Garden Village","1955","House/Single Family","58","Burnaby South","Burnaby","5/15/2014","Belinda Pan","2","$5,155.00","11/15/2013","002-560-399",,,"12/21/2013","$928,000","$428.44","0.94","2","5","R2","$988,000","36","2,166","$428.44","0.94","House/Single Family","1",,"604-763-8699","3.255% ON THE FIRST 100K AND 1.1625% ON BAL","Garden Village","120","2","55.00",,,"0","V5G 3G2",,,"BC",,,,
"V1038193","Residential Detached","S","3400 DERBYSHIRE AVENUE","Burke Mountain","2011","House/Single Family","2","Coquitlam","Coquitlam","3/10/2014","JAMES HO","2","$4,891.00","12/2/2013","028-344-626",,,"12/14/2013","$935,000","$249.80","0.94","3","4","RES","$998,000","12","3,743","$249.80","0.94","House/Single Family","1",,"604-354-7780","3.225% ON 1ST $100,000/1.15% ON BAL PLUS $5,000",,"117","1","43.97",,,"4","V3E 0G3",,,"BC",,,,
"V1014317","Residential Detached","S","3098 E 56TH AVENUE","Fraserview VE","1965","House/Single Family","48","Vancouver East","Vancouver","3/15/2014","GARY","1","$4,287.00","6/20/2013","009-138-986",,,"12/22/2013","$935,000","$351.50","0.90","3","5","RS1","$1,033,800","185","2,660","$351.50","0.86","House/Single Family","1",,"604-710-2378","3.255% 1ST 100K/1.1625% ON BAL",,"110","2","50.00",,,"4","V5S 2A6",,,"BC",,,,
"V1037385","Residential Detached","S","3871 KILBY COURT","West Cambie","1990","House/Single Family","23","Richmond","Richmond","4/30/2014","MAUREEN OR TOUCHBASE","4","$4,095.00","11/26/2013","012-843-415",,,"1/2/2014","$937,800","$237.42","0.97","4","4","RS1/B","$969,800","37","3,950","$237.42","0.97","House/Single Family","1",,"604-760-1000","3.255% ON 1ST $100,000 & 1.1625% ON BAL",,"IRR","2","41.00",,,"4","V6X 3M9",,"WHEN OFFER IS PRESENTED","BC",,,,
"V999397","Residential Detached","S","2975 E 5TH AVENUE","Renfrew VE","1992","House/Single Family","21","Vancouver East","Vancouver","9/30/2013","LYNN / TOUCHBASE","4","$4,522.00","4/2/2013","010-513-205",,,"12/22/2013","$940,000","$383.36","0.99","4","3","RS-1","$949,000","264","2,452","$383.36","0.96","House/Single Family","1",,"604-710-5008","3% ON 1ST $100,000/1% ON BAL",,"124.0","3","33.00",,,"2","V5M 1N6",,,"BC",,,,
"V962521","Residential Attached","S","500 5725 TEREDO STREET","Sechelt District","2013","Apartment/Condo","0","Sunshine Coast","Sechelt","8/31/2014","John D. Mckenzie","3",,"7/12/2012","800-069-117","6","$321.13","12/20/2013","$949,900","$502.86","1.00","3","3","CD30","$949,900","526","1,889","$502.86","1.00","Apartment/Condo","1",,"604-740-1304","1.5%","THE WATERMARK AT SECHELT",,"1",,,,"1","V0N 3A0",,"NEW CONSTRUCTION","BC",,,,
"V1037295","Residential Detached","S","1860 E 7TH AVENUE","Grandview VE","9999","House/Single Family","999","Vancouver East","Vancouver","1/31/2014","Randy","4","$5,241.00","11/25/2013","014-309-874",,,"12/26/2013","$950,000","$306.45","1.06","4","9","RT-5","$900,000","31","3,100","$306.45","1.06","House/Single Family","4",,"604-720-5366","3% FIRST 100K 1% REMAINDER PLUS $10,000 BONUS",,"127","1","37.00",,,"2","V5N 1S2",,,"BC",,"3",,
"V1039124","Residential Detached","S","6879 AUBREY STREET","Sperling-Duthie","1962","House/Single Family","51","Burnaby North","Burnaby","3/31/2014","RICHARD LAM","2","$4,705.00","12/16/2013","009-320-181",,,"12/17/2013","$950,000","$424.87","1.00","2","4","R4","$955,000","1","2,236","$424.87","1.00","House/Single Family","2",,"778-855-6893","3.255% ON FIRST $100,000/1.1625% ON BAL",,"122","2","66.00",,,"2","V5B 2E4",,,"BC",,,,
"F1325600","Residential Detached","S","5712 181A STREET","Cloverdale BC","2013","House/Single Family","0","Cloverdale","Surrey","6/30/2014","Zaka or Parveen","6","$1,909.00","11/13/2013","028-597-141",,,"12/27/2013","$952,285","$197.73","0.95","7","8","SFD","$999,800","44","4,816","$197.73","0.95","House/Single Family","1",,"604-720-8675","S-3.22% 1ST 100K/1.15% BAL",,"116","3","59.00",,,"6","V3S 3H9",,,"BC",,,,
"V1036971","Residential Attached","S","1505 455 BEACH CRESCENT","Yaletown","2005","Apartment/Condo","8","Vancouver West","Vancouver","3/31/2014","BRIAN","2","$3,419.00","11/20/2013","026-151-880",,"$399.24","12/19/2013","$955,000","$920.04","0.98","2","2","MF","$979,000","29","1,038","$920.04","0.98","Apartment/Condo","1",,"778-384-5181","3.25% 1ST 100K/1.15% ON BAL","PARK WEST 1",,"0",,,,"2","V6Z 3E5",,,"BC",,,,
"V1027804","Residential Detached","S","1312 GLENBROOK STREET","Burke Mountain","2010","House/Single Family","3","Coquitlam","Coquitlam","1/31/2014","CHRIS","6","$6,281.00","9/16/2013","027-831-078",,,"12/20/2013","$960,000","$204.43","0.96","7","7","RS1","$999,000","95","4,696","$204.43","0.88","House/Single Family","2",,"604-802-2107","3.255% ON 1ST $100,000 AND 1.1625% ON BALANCE",,,"2",,,,"6","V3E 3G8",,"UPON ACCEPTED OFFER","BC",,,,
"V1009050","Residential Detached","S","4110 RUSSELL COURT","Indian River","1984","House/Single Family","29","North Vancouver","North Vancouver","12/20/2013","JOE CHAN","3","$6,091.00","5/22/2013","006-980-139",,,"12/13/2013","$960,000","$346.95","0.96","4","3","RS3","$999,000","205","2,767","$346.95","0.85","House/Single Family","1",,"778-668-1668","3.255% ON THE 1ST $100,000/1.15% ON THE BAL",,"104X25X11","3","103.00",,,"4","V7G 2C5",,,"BC",,,,
"V1039531","Residential Detached","S","1057 E 13TH AVENUE","Mount Pleasant VE","1912","House/Single Family","101","Vancouver East","Vancouver","4/23/2014","COORDINATOR","3","$3,959.00","12/23/2013","015-257-479",,,"12/26/2013","$969,900","$327.12","1.00","3","3","RT-5","$969,900","3","2,965","$327.12","1.00","House/Single Family","3",,"778-822-1996","3.22% ON 1ST $100,000/1.1625% ON BAL",,,"2","0.00",,,"3","V5T 2L9",,,"BC",,,,
"F1325702","Residential Detached","S","17179 83RD AVENUE","Fleetwood Tynehead","2007","House/Single Family","6","Surrey","Surrey","5/21/2014","Harry Chandra","4","$4,823.00","11/11/2013","026-314-983",,,"12/31/2013","$970,000","$202.59","0.92","5","7","RHG","$1,053,000","50","4,788","$202.59","0.92","House/Single Family","2",,"604-596-1800","S-3.22% 1ST 100K/1.15% BAL","WATERFORD ESTATES","153","3","101.00",,,,"V4N 0B2",,"UPON OFFER","BC",,,,
"V1035169","Residential Detached","S","9499 EMERALD DRIVE","Emerald Estates","1993","House/Single Family","20","Whistler","Whistler","5/1/2014","LISA ASHCROFT","3","$5,436.00","11/4/2013","027-650-626",,,"12/23/2013","$970,000","$434.59","0.98","3","4","RS1","$989,000","49","2,232","$434.59","0.98","House/Single Family","1",,"604-905-8912","3%-1ST $100K/1.5% BAL",,,"1","0.00",,,"4","V0N 1B9",,,"BC",,,,
"V1024609","Residential Detached","S","10563 272ND STREET","Thornhill MR","2011","House with Acreage","2","Maple Ridge","Maple Ridge","2/28/2014","ANDY","3","$5,452.00","8/29/2013","006-160-425",,,"1/3/2014","$980,000","$250.38","0.98","4","4","RES","$999,888","127","3,914","$250.38","0.86","House with Acreage","1",,"604-323-3613","3.22% ON 1ST $100000 + 1.15% ON BALANCE","THORNHILL","680","1","130.00",,,"10","V2W 1Y6",,,"BC",,,,
"V988249","Residential Detached","S","7340 BARKERVILLE COURT","Broadmoor","1973","House/Single Family","40","Richmond","Richmond","8/31/2014","DICKSON TSANG","2","$4,361.00","1/28/2013","004-066-278",,,"12/14/2013","$985,000","$586.31","0.93","2","3","RS1-E","$1,058,000","320","1,680","$586.31","0.82","House/Single Family","1",,"604-779-8899","3% OF THE 1ST $100,000 AND 1.15% OF THE BAL",,"110.96","0","60.00",,,"6","V7A 1K9",,,"BC",,,,
"V1039381","Residential Detached","S","7940 GABRIOLA GATE","Quilchena RI","1968","House/Single Family","45","Richmond","Richmond","12/31/2014","NONE","3","$4,081.00","12/20/2013","003-515-877",,,"12/29/2013","$985,000","$325.62","0.94","3","4","RS1/E","$1,050,000","9","3,025","$325.62","0.94","House/Single Family","1",,"604-805-0519","3.255%-1ST $100K/1.1625% BAL",,,"2","0.00",,,"6","V7C 1V9",,"OWNER HAS NEVER LIVED IN THERE","BC",,,,
"V1040629","Residential Detached","S","7502 MANZANITA PLACE","The Crest","1993","House/Single Family","21","Burnaby East","Burnaby","9/3/2014","KIA","3","$4,873.00","1/3/2014","016-250-478",,,"1/3/2014","$992,000","$283.43","0.99","4","5","R2","$998,000","0","3,500","$283.43","0.99","House/Single Family","2",,"604-773-7975","3.2% ON 1ST $100,000/1.15% ON BAL",,"114.0","3","73.00",,,"5","V3N 4X1",,,"BC",,,,
"V1039310","Residential Detached","S","7996 PRINCE EDWARD STREET","South Vancouver","1981","House/Single Family","32","Vancouver East","Vancouver","6/30/2014","TIM","3","$4,402.00","12/18/2013","010-586-661",,,"12/22/2013","$995,000","$329.91","1.00","3","6","RS1","$998,000","4","3,016","$329.91","1.00","House/Single Family","1",,"604-783-5898","3.2% 1ST 100K/1.16% ON BAL","SOUTH VANCOUVER","120","2","42.00",,,"3","V5X 3R6",,,"BC",,,,
"V1015709","Residential Detached","S","9564 BREDEN AVENUE","McLennan North","2010","House/Single Family","3","Richmond","Richmond","3/31/2014","ANN","3","$4,137.00","7/1/2013","027-560-759",,,"1/3/2014","$998,000","$444.94","0.95","4","4","SPD","$1,048,000","186","2,243","$444.94","0.92","House/Single Family","1",,"604-377-6822","3.255% ON 1ST 100K/1.1625% ON BAL PLUS $3,000",,"94","2","37.00",,,"2","V6Y 0C6",,,"BC",,,,
